Trial_number,Trial_type,Response_time_s,Hit,Miss,Reject,False_alarm,Time_from_start
1,NOGO,0.20478487014770508,0,0,0,1,9.101973056793213
2,NOGO,0,0,0,0,1,34.371985912323
3,NOGO,0,0,0,0,1,60.02197504043579
4,NOGO,0.6343629360198975,0,0,0,1,87.69199109077454
5,GO,0.17732810974121094,1,0,0,0,213.19200491905212
6,GO,NA,0,1,0,0,235.371994972229
7,GO,1.0307559967041016,1,0,0,0,255.87199091911316
8,NOGO,0.3336200714111328,0,0,0,1,279.9219889640808
9,NOGO,0.5068948268890381,0,0,0,1,515.6520349979401
10,GO,0.7960870265960693,1,0,0,0,683.892098903656
11,NOGO,NA,0,0,1,0,872.6320979595184
12,GO,0.3585319519042969,1,0,0,0,885.0920898914337
13,NOGO,NA,0,0,1,0,1049.842106103897
14,GO,NA,0,1,0,0,1082.9121239185333
15,NOGO,NA,0,0,1,0,1130.3121309280396
16,GO,NA,0,1,0,0,1143.0221478939056
17,NOGO,NA,0,0,1,0,1159.062143087387
18,NOGO,NA,0,0,1,0,1179.9621500968933
19,NOGO,0.5146238803863525,0,0,0,1,1446.1922008991241
20,GO,1.6722300052642822,1,0,0,0,1469.6821949481964
21,NOGO,NA,0,0,1,0,1629.9421849250793
22,NOGO,NA,0,0,1,0,1658.672189950943
23,GO,NA,0,1,0,0,1672.4221839904785
24,GO,NA,0,1,0,0,1693.7521760463715
25,NOGO,0.07402706146240234,0,0,0,1,2027.9022018909454
26,NOGO,0.45043396949768066,0,0,0,1,2098.2622570991516
27,NOGO,NA,0,0,1,0,2174.8222439289093
28,GO,1.2211618423461914,1,0,0,0,2203.6422390937805
29,NOGO,NA,0,0,1,0,2395.6622838974
30,GO,NA,0,1,0,0,2613.4123120307922
31,NOGO,NA,0,0,1,0,2694.2223179340363
32,NOGO,NA,0,0,1,0,2756.152314901352
33,NOGO,NA,0,0,1,0,2836.0823340415955
34,NOGO,NA,0,0,1,0,4004.632420063019
35,GO,NA,0,1,0,0,4759.1024849414825
36,NOGO,1.9817290306091309,0,0,0,1,5152.982554912567
37,GO,NA,0,1,0,0,5179.942566871643
38,GO,1.3305270671844482,1,0,0,0,5191.8725600242615
39,NOGO,1.3804349899291992,0,0,0,1,5244.8725669384
