Trial_number,Trial_type,Response_time_s,Hit,Miss,Reject,False_alarm,Time_from_start
1,NOGO,0.06910204887390137,0,0,0,1,3.9461820125579834
2,NOGO,NA,0,0,1,0,55.616291999816895
3,GO,NA,0,1,0,0,71.39634013175964
4,GO,1.2087781429290771,1,0,0,0,85.56636810302734
5,GO,0.4155850410461426,1,0,0,0,99.09639716148376
6,GO,1.187269926071167,1,0,0,0,143.39660215377808
7,GO,0.5190420150756836,1,0,0,0,173.82654905319214
8,GO,1.3453130722045898,1,0,0,0,193.09660601615906
9,GO,0.9278349876403809,1,0,0,0,215.00664520263672
10,NOGO,1.0317409038543701,0,0,0,1,232.64673519134521
11,NOGO,NA,0,0,1,0,266.1767921447754
12,NOGO,NA,0,0,1,0,285.30683302879333
13,NOGO,NA,0,0,1,0,322.5169141292572
14,GO,0.6138701438903809,1,0,0,0,340.1069440841675
15,NOGO,0.3216068744659424,0,0,0,1,372.41703820228577
16,NOGO,NA,0,0,1,0,413.96710300445557
17,NOGO,NA,0,0,1,0,440.1771721839905
18,GO,0,1,0,0,0,470.31724214553833
19,NOGO,NA,0,0,1,0,543.0674021244049
20,NOGO,NA,0,0,1,0,697.5477590560913
21,NOGO,NA,0,0,1,0,712.2777850627899
22,NOGO,0.0558779239654541,0,0,0,1,727.7978160381317
23,NOGO,1.1791541576385498,0,0,0,1,751.0878601074219
24,GO,0.1354382038116455,1,0,0,0,790.0179719924927
25,GO,0.8168330192565918,1,0,0,0,818.0980200767517
26,GO,0.4683408737182617,1,0,0,0,854.9480922222137
27,GO,NA,0,1,0,0,872.9881551265717
28,GO,0.436816930770874,1,0,0,0,913.7782180309296
29,NOGO,0.3836069107055664,0,0,0,1,929.508248090744
30,NOGO,0.3154580593109131,0,0,0,1,957.0283491611481
31,NOGO,NA,0,0,1,0,1019.2684850692749
32,GO,0.7725670337677002,1,0,0,0,1036.07852101326
33,NOGO,NA,0,0,1,0,1062.7085840702057
34,GO,0,1,0,0,0,1077.7986211776733
35,GO,0,1,0,0,0,1121.888708114624
36,GO,0.16896295547485352,1,0,0,0,1136.8187401294708
37,GO,0.9875469207763672,1,0,0,0,1174.3188281059265
38,GO,NA,0,1,0,0,1190.2888631820679
39,NOGO,NA,0,0,1,0,1203.7288880348206
40,NOGO,NA,0,0,1,0,1218.4990072250366
41,NOGO,NA,0,0,1,0,1252.3590381145477
42,GO,NA,0,1,0,0,1268.279067993164
43,GO,0.4312260150909424,1,0,0,0,1283.4390921592712
44,NOGO,0.6911919116973877,0,0,0,1,1299.2291362285614
45,NOGO,NA,0,0,1,0,1322.459186077118
46,NOGO,0,0,0,0,1,1338.3091950416565
47,GO,0.17785000801086426,1,0,0,0,1362.099279165268
48,GO,1.1183621883392334,1,0,0,0,1374.8792810440063
49,NOGO,0.8354768753051758,0,0,0,1,1525.299639225006
50,NOGO,NA,0,0,1,0,1560.1996870040894
51,GO,0,1,0,0,0,1588.2497432231903
