"Subject","Condition","Day_of_training","Stimuli","Hits","Misses","Rejects","False_alarms","Response_time_s","PC","DP","Response_bias","Trial_number","Condition_stimuli","Subject_condition"
"SROF012","Naive",4,"Tones",88,42,111,45,0.65530624784025,69.5804195804196,1.00929650466518,0.0492947788294947,286,"Naive.Tones","SROF012.Naive"
"SROF012","Naive",5,"Tones",132,72,136,51,0.55459646449063,68.5421994884911,0.976413194759655,0.112744827144309,391,"Naive.Tones","SROF012.Naive"
"SROF012","Naive",6,"Tones",145,59,165,51,0.501830267662905,73.8095238095238,1.26759896331913,0.0811271532530258,420,"Naive.Tones","SROF012.Naive"
"SROF012","Naive",7,"Tones",101,46,137,26,0.563683564268698,76.7741935483871,1.47197363149362,0.251976260850173,310,"Naive.Tones","SROF012.Naive"
"SROF017","Experienced",1,"Tones",142,54,54,139,0.723271319014235,50.3856041131105,0.0127357660144051,-0.586455298035215,389,"Experienced.Tones","SROF017.Experienced"
"SROF017","Experienced",2,"Tones",176,31,97,118,0.619979156132653,64.6919431279621,0.908114060845552,-0.576210119325328,422,"Experienced.Tones","SROF017.Experienced"
"SROF017","Experienced",3,"Tones",196,28,101,120,0.628596236420886,66.7415730337079,1.03481823767136,-0.62488127387929,445,"Experienced.Tones","SROF017.Experienced"
"SROF017","Experienced",4,"Tones",265,26,150,131,0.816656211997475,72.5524475524475,1.42067356390353,-0.62579302392194,572,"Experienced.Tones","SROF017.Experienced"
"SROF017","Experienced",5,"Tones",242,16,147,135,0.870044803742706,72.037037037037,1.57755184981652,-0.735606822070897,540,"Experienced.Tones","SROF017.Experienced"
"SROF017","Naive",1,"Tones",228,125,109,172,0.536602163910866,53.1545741324921,0.0893881885750636,-0.328452222766104,634,"Naive.Tones","SROF017.Naive"
"SROF017","Naive",2,"Tones",182,94,99,224,0.421591586667329,46.9115191986644,-0.0947785296500457,-0.456701593193081,599,"Naive.Tones","SROF017.Naive"
"SROF017","Naive",3,"Tones",187,98,105,183,0.508050829011041,50.9598603839442,0.0554814461740749,-0.37272817233588,573,"Naive.Tones","SROF017.Naive"
"SROF017","Naive",4,"Tones",190,87,101,166,0.554252017749829,53.4926470588235,0.173621351525231,-0.395625112587817,544,"Naive.Tones","SROF017.Naive"
