Subject,Treatment,Day,Metric,Value
SROF020,TRAINING2,5,d'_loglinear_corrected,0.47444073894145455
SROF020,TRAINING2,6,d'_loglinear_corrected,0.8490282178647468
SROF020,TRAINING2,7,d'_loglinear_corrected,1.116462764027863
SROF020,TRAINING2,8,d'_loglinear_corrected,1.0833083969014825
SROF012,TRAINING3,1,d'_loglinear_corrected,0.4748055218648993
SROF012,TRAINING3,2,d'_loglinear_corrected,0.4483187385101281
SROF012,TRAINING3,3,d'_loglinear_corrected,0.756333509998152
SROF012,TRAINING3,4,d'_loglinear_corrected,1.4875217374894154
SROF012,TRAINING3,5,d'_loglinear_corrected,1.8037528133183323
SROF017,TRAINING3,1,d'_loglinear_corrected,0.012735766014405181
SROF017,TRAINING3,2,d'_loglinear_corrected,0.9081140608455521
SROF017,TRAINING3,3,d'_loglinear_corrected,1.0348182376713613
SROF017,TRAINING3,4,d'_loglinear_corrected,1.4206735639035295
SROF017,TRAINING3,5,d'_loglinear_corrected,1.5775518498165164
SROF018,TRAINING3,1,d'_loglinear_corrected,0.3172351140191387
SROF018,TRAINING3,2,d'_loglinear_corrected,0.3546090650092013
SROF018,TRAINING3,3,d'_loglinear_corrected,-0.23934433742686423
SROF018,TRAINING3,4,d'_loglinear_corrected,0.17361464636295632
SROF018,TRAINING3,5,d'_loglinear_corrected,0.682225333105039
SROF018,TRAINING3,6,d'_loglinear_corrected,0.8275549172772916
SROF018,TRAINING3,7,d'_loglinear_corrected,0.7791372551363782
SROF018,TRAINING3,8,d'_loglinear_corrected,1.1430956260851968
SROF018,TRAINING3,9,d'_loglinear_corrected,1.1273059053168357
SROF020,TRAINING3,1,d'_loglinear_corrected,-0.6310361879026644
SROF020,TRAINING3,2,d'_loglinear_corrected,0.049593162007637304
SROF020,TRAINING3,3,d'_loglinear_corrected,-0.4969359709728498
SROF020,TRAINING3,4,d'_loglinear_corrected,0.12726472647886466
SROF020,TRAINING3,5,d'_loglinear_corrected,0.032022362308154584
SROF020,TRAINING3,6,d'_loglinear_corrected,0.03235151490668331
SROF020,TRAINING3,7,d'_loglinear_corrected,0.48536899376720843
SROF020,TRAINING3,8,d'_loglinear_corrected,0.20467796824848672
SROF020,TRAINING3,9,d'_loglinear_corrected,0.22684936133365574
SROF020,TRAINING3,10,d'_loglinear_corrected,-0.017264762420804214
SROF020,TRAINING3,11,d'_loglinear_corrected,0.08964235107576254
SROF020,TRAINING3,12,d'_loglinear_corrected,0.3589836807518074
SROF020,TRAINING3,13,d'_loglinear_corrected,1.9847704155661385
SROF020,TRAINING3,14,d'_loglinear_corrected,1.1932217010748625
SROF012,TRAINING1,1,response_bias,-0.39443450562097543
SROF012,TRAINING1,2,response_bias,0.20509765328604415
SROF012,TRAINING1,3,response_bias,-0.018043721294066395
SROF012,TRAINING1,4,response_bias,0.04929477882949451
SROF012,TRAINING1,5,response_bias,0.11274482714430889
SROF012,TRAINING1,6,response_bias,0.08112715325302583
SROF012,TRAINING1,7,response_bias,0.25197626085017255
SROF017,TRAINING1,1,response_bias,-0.32845222276610453
SROF017,TRAINING1,2,response_bias,-0.456701593193081
SROF017,TRAINING1,3,response_bias,-0.37272817233587985
SROF017,TRAINING1,4,response_bias,-0.39562511258781696
SROF017,TRAINING1,5,response_bias,-0.40265045545890255
SROF017,TRAINING1,6,response_bias,-0.4219263294531403
SROF017,TRAINING1,7,response_bias,-0.23429532919822807
SROF017,TRAINING1,8,response_bias,-0.4911507712949671
SROF017,TRAINING1,9,response_bias,-0.531335753318649
SROF017,TRAINING1,10,response_bias,-0.1646012696837239
SROF017,TRAINING1,11,response_bias,-0.6000328188035344
SROF017,TRAINING1,12,response_bias,-0.27888430244657453
SROF017,TRAINING1,13,response_bias,-0.4102148786219599
SROF017,TRAINING1,14,response_bias,-0.5634132999385795
SROF017,TRAINING1,15,response_bias,-0.28800578704237517
SROF017,TRAINING1,16,response_bias,-0.3664071137944436
SROF017,TRAINING1,17,response_bias,-0.4130479484814086
SROF017,TRAINING1,18,response_bias,-0.12203541921779076
SROF017,TRAINING1,19,response_bias,-0.4200502902619073
SROF017,TRAINING1,20,response_bias,-0.3819597179949125
SROF017,TRAINING1,21,response_bias,-0.5088282971721292
SROF017,TRAINING1,22,response_bias,-0.38587835092831646
SROF017,TRAINING1,23,response_bias,-0.602865161712901
SROF017,TRAINING1,24,response_bias,-0.761969803732987
SROF017,TRAINING1,25,response_bias,-0.3936900905205231
SROF017,TRAINING1,26,response_bias,-0.5253600128294841
SROF017,TRAINING1,27,response_bias,-0.6589673602734282
SROF017,TRAINING1,28,response_bias,-0.18616589994112354
SROF017,TRAINING1,29,response_bias,-0.6071481569261535
SROF017,TRAINING1,30,response_bias,-0.6692889178234134
SROF017,TRAINING1,31,response_bias,-0.6119047726596167
SROF018,TRAINING1,1,response_bias,0.05979839949020302
SROF018,TRAINING1,2,response_bias,-0.23800071072776946
SROF018,TRAINING1,3,response_bias,-0.289566081127778
SROF018,TRAINING1,4,response_bias,0.06885423012388157
SROF018,TRAINING1,5,response_bias,0.021301833318861506
SROF018,TRAINING1,6,response_bias,-0.03608465196480591
SROF018,TRAINING1,7,response_bias,-0.11988255523530436
SROF018,TRAINING1,8,response_bias,-0.035662388584417865
SROF018,TRAINING1,9,response_bias,0.01730549379357954
SROF018,TRAINING1,10,response_bias,0.09292838962731956
SROF018,TRAINING1,11,response_bias,-0.2720204197710891
SROF018,TRAINING1,12,response_bias,0.11312146780241397
SROF018,TRAINING1,13,response_bias,-0.12853309015401104
SROF018,TRAINING1,14,response_bias,0.2759544531536396
SROF018,TRAINING1,15,response_bias,-0.3404427934682292
SROF018,TRAINING1,16,response_bias,0.5513568614807015
SROF020,TRAINING1,1,response_bias,-0.1962935830567557
SROF020,TRAINING1,2,response_bias,-0.30606792192355464
SROF020,TRAINING1,3,response_bias,0.5255253631031092
SROF020,TRAINING1,4,response_bias,0.3565314126719423
SROF020,TRAINING1,5,response_bias,-0.08264705200903877
SROF020,TRAINING1,6,response_bias,0.27984613422424476
SROF020,TRAINING1,7,response_bias,0.22412236257776952
SROF020,TRAINING1,8,response_bias,-0.21715239611842801
SROF020,TRAINING1,9,response_bias,0.6612726139152009
SROF020,TRAINING1,10,response_bias,0.6428990268606216
SROF020,TRAINING1,11,response_bias,-0.19174620099034742
SROF020,TRAINING1,12,response_bias,-0.020643085772396583
SROF020,TRAINING1,13,response_bias,0.20528960118744705
SROF020,TRAINING1,14,response_bias,0.37282220375519826
SROF012,TRAINING2,1,response_bias,-0.3263749206276638
SROF012,TRAINING2,2,response_bias,-0.22629942513510934
SROF012,TRAINING2,3,response_bias,-0.3401340363011236
SROF012,TRAINING2,4,response_bias,-0.46380317424711975
SROF012,TRAINING2,5,response_bias,0.07158001931932806
SROF012,TRAINING2,6,response_bias,0.018465663796964016
SROF017,TRAINING2,1,response_bias,-0.31640824739703277
SROF017,TRAINING2,2,response_bias,-0.8802400944060743
SROF017,TRAINING2,3,response_bias,-1.0148043176059374
SROF017,TRAINING2,4,response_bias,-0.5729202558489488
SROF017,TRAINING2,5,response_bias,-0.472504768735512
SROF018,TRAINING2,1,response_bias,-0.15967013255563062
SROF018,TRAINING2,2,response_bias,-0.39130255108657563
SROF018,TRAINING2,3,response_bias,-0.13594000269963039
SROF018,TRAINING2,4,response_bias,-0.546049460362298
SROF018,TRAINING2,5,response_bias,-0.277872541753177
SROF018,TRAINING2,6,response_bias,-0.04767879397026287
SROF018,TRAINING2,7,response_bias,0.21078089653083643
SROF018,TRAINING2,8,response_bias,0.14646590795280967
SROF018,TRAINING2,9,response_bias,0.27016889805032607
SROF020,TRAINING2,1,response_bias,-0.12898709956562274
SROF020,TRAINING2,2,response_bias,-0.08683864392227914
SROF020,TRAINING2,3,response_bias,-0.17502919580843557
SROF020,TRAINING2,4,response_bias,-0.5948965605741403
SROF020,TRAINING2,5,response_bias,-0.06497911134403517
SROF020,TRAINING2,6,response_bias,0.039193642524805644
SROF020,TRAINING2,7,response_bias,0.31119239127495446
SROF020,TRAINING2,8,response_bias,-0.2297351436304158
SROF012,TRAINING3,1,response_bias,-0.19584447654714465
SROF012,TRAINING3,2,response_bias,-0.2723824428109863
SROF012,TRAINING3,3,response_bias,-0.10247767711741992
SROF012,TRAINING3,4,response_bias,-0.07232912025170479
SROF012,TRAINING3,5,response_bias,-0.4304327462711617
SROF017,TRAINING3,1,response_bias,-0.5864552980352147
SROF017,TRAINING3,2,response_bias,-0.5762101193253281
SROF017,TRAINING3,3,response_bias,-0.6248812738792906
SROF017,TRAINING3,4,response_bias,-0.6257930239219395
SROF017,TRAINING3,5,response_bias,-0.7356068220708969
SROF018,TRAINING3,1,response_bias,0.6248828183802049
SROF018,TRAINING3,2,response_bias,0.04840342135555875
SROF018,TRAINING3,3,response_bias,-0.06849415760138058
SROF018,TRAINING3,4,response_bias,-0.4746760158664917
SROF018,TRAINING3,5,response_bias,-0.011821319574397193
SROF018,TRAINING3,6,response_bias,-0.1347448240594524
SROF018,TRAINING3,7,response_bias,0.2170294941516076
SROF018,TRAINING3,8,response_bias,-0.12495960853641941
SROF018,TRAINING3,9,response_bias,0.08914136272733345
SROF020,TRAINING3,1,response_bias,-0.395177763503865
SROF020,TRAINING3,2,response_bias,-1.095705186070882
SROF020,TRAINING3,3,response_bias,-1.1057223057076035
SROF020,TRAINING3,4,response_bias,-1.1127637612034045
SROF020,TRAINING3,5,response_bias,-1.257877972997398
SROF020,TRAINING3,6,response_bias,-1.4927680975846962
SROF020,TRAINING3,7,response_bias,-1.0388670686609964
SROF020,TRAINING3,8,response_bias,-0.7768287343203258
SROF020,TRAINING3,9,response_bias,-0.9487958242389392
SROF020,TRAINING3,10,response_bias,-1.336534252966237
SROF020,TRAINING3,11,response_bias,-0.04482117553788127
SROF020,TRAINING3,12,response_bias,-0.3484193526240007
SROF020,TRAINING3,13,response_bias,-0.9139727950499571
SROF020,TRAINING3,14,response_bias,-0.5238909165372695
SROF012,TRAINING1,1,trials,361
SROF012,TRAINING1,2,trials,295
SROF012,TRAINING1,3,trials,413
SROF012,TRAINING1,4,trials,286
SROF012,TRAINING1,5,trials,391
SROF012,TRAINING1,6,trials,420
SROF012,TRAINING1,7,trials,310
SROF017,TRAINING1,1,trials,634
SROF017,TRAINING1,2,trials,599
SROF017,TRAINING1,3,trials,573
SROF017,TRAINING1,4,trials,544
SROF017,TRAINING1,5,trials,448
SROF017,TRAINING1,6,trials,506
SROF017,TRAINING1,7,trials,539
SROF017,TRAINING1,8,trials,582
SROF017,TRAINING1,9,trials,528
SROF017,TRAINING1,10,trials,246
SROF017,TRAINING1,11,trials,312
SROF017,TRAINING1,12,trials,328
SROF017,TRAINING1,13,trials,594
SROF017,TRAINING1,14,trials,445
SROF017,TRAINING1,15,trials,240
SROF017,TRAINING1,16,trials,472
SROF017,TRAINING1,17,trials,428
SROF017,TRAINING1,18,trials,319
SROF017,TRAINING1,19,trials,255
SROF017,TRAINING1,20,trials,437
SROF017,TRAINING1,21,trials,536
SROF017,TRAINING1,22,trials,416
SROF017,TRAINING1,23,trials,495
SROF017,TRAINING1,24,trials,434
SROF017,TRAINING1,25,trials,285
SROF017,TRAINING1,26,trials,129
SROF017,TRAINING1,27,trials,262
SROF017,TRAINING1,28,trials,37
SROF017,TRAINING1,29,trials,348
SROF017,TRAINING1,30,trials,479
SROF017,TRAINING1,31,trials,580
SROF018,TRAINING1,1,trials,104
SROF018,TRAINING1,2,trials,59
SROF018,TRAINING1,3,trials,27
SROF018,TRAINING1,4,trials,133
SROF018,TRAINING1,5,trials,181
SROF018,TRAINING1,6,trials,168
SROF018,TRAINING1,7,trials,95
SROF018,TRAINING1,8,trials,101
SROF018,TRAINING1,9,trials,133
SROF018,TRAINING1,10,trials,142
SROF018,TRAINING1,11,trials,97
SROF018,TRAINING1,12,trials,134
SROF018,TRAINING1,13,trials,91
SROF018,TRAINING1,14,trials,77
SROF018,TRAINING1,15,trials,114
SROF018,TRAINING1,16,trials,103
SROF020,TRAINING1,1,trials,91
SROF020,TRAINING1,2,trials,128
SROF020,TRAINING1,3,trials,163
SROF020,TRAINING1,4,trials,125
SROF020,TRAINING1,5,trials,72
SROF020,TRAINING1,6,trials,120
SROF020,TRAINING1,7,trials,166
SROF020,TRAINING1,8,trials,79
SROF020,TRAINING1,9,trials,31
SROF020,TRAINING1,10,trials,39
SROF020,TRAINING1,11,trials,40
SROF020,TRAINING1,12,trials,45
SROF020,TRAINING1,13,trials,97
SROF020,TRAINING1,14,trials,143
SROF012,TRAINING2,1,trials,484
SROF012,TRAINING2,2,trials,394
SROF012,TRAINING2,3,trials,391
SROF012,TRAINING2,4,trials,359
SROF012,TRAINING2,5,trials,414
SROF012,TRAINING2,6,trials,431
SROF017,TRAINING2,1,trials,536
SROF017,TRAINING2,2,trials,527
SROF017,TRAINING2,3,trials,589
SROF017,TRAINING2,4,trials,553
SROF017,TRAINING2,5,trials,614
SROF018,TRAINING2,1,trials,163
SROF018,TRAINING2,2,trials,45
SROF018,TRAINING2,3,trials,23
SROF018,TRAINING2,4,trials,57
SROF018,TRAINING2,5,trials,65
SROF018,TRAINING2,6,trials,32
SROF018,TRAINING2,7,trials,22
SROF018,TRAINING2,8,trials,13
SROF018,TRAINING2,9,trials,24
SROF020,TRAINING2,1,trials,125
SROF020,TRAINING2,2,trials,65
SROF020,TRAINING2,3,trials,102
SROF020,TRAINING2,4,trials,72
SROF020,TRAINING2,5,trials,195
SROF020,TRAINING2,6,trials,90
SROF020,TRAINING2,7,trials,78
SROF020,TRAINING2,8,trials,131
SROF012,TRAINING3,1,trials,361
SROF012,TRAINING3,2,trials,385
SROF012,TRAINING3,3,trials,437
SROF012,TRAINING3,4,trials,518
SROF012,TRAINING3,5,trials,572
SROF017,TRAINING3,1,trials,389
SROF017,TRAINING3,2,trials,422
SROF017,TRAINING3,3,trials,445
SROF017,TRAINING3,4,trials,572
SROF017,TRAINING3,5,trials,540
SROF018,TRAINING3,1,trials,67
SROF018,TRAINING3,2,trials,65
SROF018,TRAINING3,3,trials,114
SROF018,TRAINING3,4,trials,98
SROF018,TRAINING3,5,trials,58
SROF018,TRAINING3,6,trials,173
SROF018,TRAINING3,7,trials,139
SROF018,TRAINING3,8,trials,157
SROF018,TRAINING3,9,trials,144
SROF020,TRAINING3,1,trials,105
SROF020,TRAINING3,2,trials,173
SROF020,TRAINING3,3,trials,141
SROF020,TRAINING3,4,trials,154
SROF020,TRAINING3,5,trials,142
SROF020,TRAINING3,6,trials,190
SROF020,TRAINING3,7,trials,87
SROF020,TRAINING3,8,trials,53
SROF020,TRAINING3,9,trials,114
SROF020,TRAINING3,10,trials,64
SROF020,TRAINING3,11,trials,155
SROF020,TRAINING3,12,trials,162
SROF020,TRAINING3,13,trials,99
SROF020,TRAINING3,14,trials,147
SROF012,TRAINING1,1,hit,135
SROF012,TRAINING1,2,hit,65
SROF012,TRAINING1,3,hit,127
SROF012,TRAINING1,4,hit,88
SROF012,TRAINING1,5,hit,132
SROF012,TRAINING1,6,hit,145
SROF012,TRAINING1,7,hit,101
SROF017,TRAINING1,1,hit,228
SROF017,TRAINING1,2,hit,182
SROF017,TRAINING1,3,hit,187
SROF017,TRAINING1,4,hit,190
SROF017,TRAINING1,5,hit,182
SROF017,TRAINING1,6,hit,189
SROF017,TRAINING1,7,hit,169
SROF017,TRAINING1,8,hit,203
SROF017,TRAINING1,9,hit,198
SROF017,TRAINING1,10,hit,84
SROF017,TRAINING1,11,hit,120
SROF017,TRAINING1,12,hit,121
SROF017,TRAINING1,13,hit,218
SROF017,TRAINING1,14,hit,187
SROF017,TRAINING1,15,hit,91
SROF017,TRAINING1,16,hit,185
SROF017,TRAINING1,17,hit,162
SROF017,TRAINING1,18,hit,119
SROF017,TRAINING1,19,hit,94
SROF017,TRAINING1,20,hit,183
SROF017,TRAINING1,21,hit,234
SROF017,TRAINING1,22,hit,185
SROF017,TRAINING1,23,hit,230
SROF017,TRAINING1,24,hit,200
SROF017,TRAINING1,25,hit,110
SROF017,TRAINING1,26,hit,57
SROF017,TRAINING1,27,hit,116
SROF017,TRAINING1,28,hit,15
SROF017,TRAINING1,29,hit,153
SROF017,TRAINING1,30,hit,234
SROF017,TRAINING1,31,hit,247
SROF018,TRAINING1,1,hit,34
SROF018,TRAINING1,2,hit,16
SROF018,TRAINING1,3,hit,6
SROF018,TRAINING1,4,hit,36
SROF018,TRAINING1,5,hit,43
SROF018,TRAINING1,6,hit,50
SROF018,TRAINING1,7,hit,34
SROF018,TRAINING1,8,hit,35
SROF018,TRAINING1,9,hit,53
SROF018,TRAINING1,10,hit,43
SROF018,TRAINING1,11,hit,42
SROF018,TRAINING1,12,hit,44
SROF018,TRAINING1,13,hit,36
SROF018,TRAINING1,14,hit,22
SROF018,TRAINING1,15,hit,45
SROF018,TRAINING1,16,hit,35
SROF020,TRAINING1,1,hit,33
SROF020,TRAINING1,2,hit,47
SROF020,TRAINING1,3,hit,25
SROF020,TRAINING1,4,hit,31
SROF020,TRAINING1,5,hit,24
SROF020,TRAINING1,6,hit,38
SROF020,TRAINING1,7,hit,53
SROF020,TRAINING1,8,hit,30
SROF020,TRAINING1,9,hit,7
SROF020,TRAINING1,10,hit,7
SROF020,TRAINING1,11,hit,14
SROF020,TRAINING1,12,hit,11
SROF020,TRAINING1,13,hit,36
SROF020,TRAINING1,14,hit,34
SROF012,TRAINING2,1,hit,172
SROF012,TRAINING2,2,hit,157
SROF012,TRAINING2,3,hit,146
SROF012,TRAINING2,4,hit,142
SROF012,TRAINING2,5,hit,146
SROF012,TRAINING2,6,hit,169
SROF017,TRAINING2,1,hit,183
SROF017,TRAINING2,2,hit,225
SROF017,TRAINING2,3,hit,270
SROF017,TRAINING2,4,hit,247
SROF017,TRAINING2,5,hit,274
SROF018,TRAINING2,1,hit,48
SROF018,TRAINING2,2,hit,15
SROF018,TRAINING2,3,hit,5
SROF018,TRAINING2,4,hit,30
SROF018,TRAINING2,5,hit,29
SROF018,TRAINING2,6,hit,13
SROF018,TRAINING2,7,hit,8
SROF018,TRAINING2,8,hit,4
SROF018,TRAINING2,9,hit,8
SROF020,TRAINING2,1,hit,38
SROF020,TRAINING2,2,hit,14
SROF020,TRAINING2,3,hit,37
SROF020,TRAINING2,4,hit,25
SROF020,TRAINING2,5,hit,49
SROF020,TRAINING2,6,hit,32
SROF020,TRAINING2,7,hit,24
SROF020,TRAINING2,8,hit,65
SROF012,TRAINING3,1,hit,121
SROF012,TRAINING3,2,hit,141
SROF012,TRAINING3,3,hit,133
SROF012,TRAINING3,4,hit,208
SROF012,TRAINING3,5,hit,263
SROF017,TRAINING3,1,hit,142
SROF017,TRAINING3,2,hit,176
SROF017,TRAINING3,3,hit,196
SROF017,TRAINING3,4,hit,265
SROF017,TRAINING3,5,hit,242
SROF018,TRAINING3,1,hit,12
SROF018,TRAINING3,2,hit,21
SROF018,TRAINING3,3,hit,23
SROF018,TRAINING3,4,hit,33
SROF018,TRAINING3,5,hit,18
SROF018,TRAINING3,6,hit,59
SROF018,TRAINING3,7,hit,41
SROF018,TRAINING3,8,hit,54
SROF018,TRAINING3,9,hit,50
SROF020,TRAINING3,1,hit,33
SROF020,TRAINING3,2,hit,69
SROF020,TRAINING3,3,hit,55
SROF020,TRAINING3,4,hit,62
SROF020,TRAINING3,5,hit,66
SROF020,TRAINING3,6,hit,92
SROF020,TRAINING3,7,hit,31
SROF020,TRAINING3,8,hit,23
SROF020,TRAINING3,9,hit,50
SROF020,TRAINING3,10,hit,34
SROF020,TRAINING3,11,hit,37
SROF020,TRAINING3,12,hit,57
SROF020,TRAINING3,13,hit,51
SROF020,TRAINING3,14,hit,69
SROF012,TRAINING1,1,miss,63
SROF012,TRAINING1,2,miss,61
SROF012,TRAINING1,3,miss,61
SROF012,TRAINING1,4,miss,42
SROF012,TRAINING1,5,miss,72
SROF012,TRAINING1,6,miss,59
SROF012,TRAINING1,7,miss,46
SROF017,TRAINING1,1,miss,125
SROF017,TRAINING1,2,miss,94
SROF017,TRAINING1,3,miss,98
SROF017,TRAINING1,4,miss,87
SROF017,TRAINING1,5,miss,55
SROF017,TRAINING1,6,miss,52
SROF017,TRAINING1,7,miss,87
SROF017,TRAINING1,8,miss,90
SROF017,TRAINING1,9,miss,54
SROF017,TRAINING1,10,miss,31
SROF017,TRAINING1,11,miss,25
SROF017,TRAINING1,12,miss,37
SROF017,TRAINING1,13,miss,67
SROF017,TRAINING1,14,miss,35
SROF017,TRAINING1,15,miss,33
SROF017,TRAINING1,16,miss,34
SROF017,TRAINING1,17,miss,35
SROF017,TRAINING1,18,miss,31
SROF017,TRAINING1,19,miss,26
SROF017,TRAINING1,20,miss,52
SROF017,TRAINING1,21,miss,58
SROF017,TRAINING1,22,miss,43
SROF017,TRAINING1,23,miss,21
SROF017,TRAINING1,24,miss,16
SROF017,TRAINING1,25,miss,25
SROF017,TRAINING1,26,miss,14
SROF017,TRAINING1,27,miss,20
SROF017,TRAINING1,28,miss,7
SROF017,TRAINING1,29,miss,31
SROF017,TRAINING1,30,miss,16
SROF017,TRAINING1,31,miss,23
SROF018,TRAINING1,1,miss,16
SROF018,TRAINING1,2,miss,6
SROF018,TRAINING1,3,miss,6
SROF018,TRAINING1,4,miss,32
SROF018,TRAINING1,5,miss,37
SROF018,TRAINING1,6,miss,32
SROF018,TRAINING1,7,miss,12
SROF018,TRAINING1,8,miss,16
SROF018,TRAINING1,9,miss,21
SROF018,TRAINING1,10,miss,22
SROF018,TRAINING1,11,miss,10
SROF018,TRAINING1,12,miss,29
SROF018,TRAINING1,13,miss,9
SROF018,TRAINING1,14,miss,18
SROF018,TRAINING1,15,miss,3
SROF018,TRAINING1,16,miss,19
SROF020,TRAINING1,1,miss,12
SROF020,TRAINING1,2,miss,15
SROF020,TRAINING1,3,miss,42
SROF020,TRAINING1,4,miss,33
SROF020,TRAINING1,5,miss,9
SROF020,TRAINING1,6,miss,28
SROF020,TRAINING1,7,miss,21
SROF020,TRAINING1,8,miss,10
SROF020,TRAINING1,9,miss,6
SROF020,TRAINING1,10,miss,18
SROF020,TRAINING1,11,miss,4
SROF020,TRAINING1,12,miss,7
SROF020,TRAINING1,13,miss,13
SROF020,TRAINING1,14,miss,24
SROF012,TRAINING2,1,miss,65
SROF012,TRAINING2,2,miss,61
SROF012,TRAINING2,3,miss,35
SROF012,TRAINING2,4,miss,24
SROF012,TRAINING2,5,miss,56
SROF012,TRAINING2,6,miss,48
SROF017,TRAINING2,1,miss,85
SROF017,TRAINING2,2,miss,29
SROF017,TRAINING2,3,miss,17
SROF017,TRAINING2,4,miss,20
SROF017,TRAINING2,5,miss,34
SROF018,TRAINING2,1,miss,36
SROF018,TRAINING2,2,miss,5
SROF018,TRAINING2,3,miss,5
SROF018,TRAINING2,4,miss,7
SROF018,TRAINING2,5,miss,4
SROF018,TRAINING2,6,miss,4
SROF018,TRAINING2,7,miss,6
SROF018,TRAINING2,8,miss,1
SROF018,TRAINING2,9,miss,5
SROF020,TRAINING2,1,miss,31
SROF020,TRAINING2,2,miss,13
SROF020,TRAINING2,3,miss,23
SROF020,TRAINING2,4,miss,7
SROF020,TRAINING2,5,miss,30
SROF020,TRAINING2,6,miss,17
SROF020,TRAINING2,7,miss,16
SROF020,TRAINING2,8,miss,18
SROF012,TRAINING3,1,miss,60
SROF012,TRAINING3,2,miss,63
SROF012,TRAINING3,3,miss,61
SROF012,TRAINING3,4,miss,54
SROF012,TRAINING3,5,miss,26
SROF017,TRAINING3,1,miss,54
SROF017,TRAINING3,2,miss,31
SROF017,TRAINING3,3,miss,28
SROF017,TRAINING3,4,miss,26
SROF017,TRAINING3,5,miss,16
SROF018,TRAINING3,1,miss,26
SROF018,TRAINING3,2,miss,17
SROF018,TRAINING3,3,miss,25
SROF018,TRAINING3,4,miss,13
SROF018,TRAINING3,5,miss,10
SROF018,TRAINING3,6,miss,24
SROF018,TRAINING3,7,miss,31
SROF018,TRAINING3,8,miss,17
SROF018,TRAINING3,9,miss,23
SROF020,TRAINING3,1,miss,29
SROF020,TRAINING3,2,miss,10
SROF020,TRAINING3,3,miss,13
SROF020,TRAINING3,4,miss,8
SROF020,TRAINING3,5,miss,7
SROF020,TRAINING3,6,miss,6
SROF020,TRAINING3,7,miss,3
SROF020,TRAINING3,8,miss,5
SROF020,TRAINING3,9,miss,8
SROF020,TRAINING3,10,miss,3
SROF020,TRAINING3,11,miss,32
SROF020,TRAINING3,12,miss,24
SROF020,TRAINING3,13,miss,1
SROF020,TRAINING3,14,miss,10
SROF012,TRAINING1,1,reject,61
SROF012,TRAINING1,2,reject,114
SROF012,TRAINING1,3,reject,149
SROF012,TRAINING1,4,reject,111
SROF012,TRAINING1,5,reject,136
SROF012,TRAINING1,6,reject,165
SROF012,TRAINING1,7,reject,137
SROF017,TRAINING1,1,reject,109
SROF017,TRAINING1,2,reject,99
SROF017,TRAINING1,3,reject,105
SROF017,TRAINING1,4,reject,101
SROF017,TRAINING1,5,reject,99
SROF017,TRAINING1,6,reject,126
SROF017,TRAINING1,7,reject,135
SROF017,TRAINING1,8,reject,91
SROF017,TRAINING1,9,reject,108
SROF017,TRAINING1,10,reject,80
SROF017,TRAINING1,11,reject,66
SROF017,TRAINING1,12,reject,96
SROF017,TRAINING1,13,reject,142
SROF017,TRAINING1,14,reject,100
SROF017,TRAINING1,15,reject,60
SROF017,TRAINING1,16,reject,154
SROF017,TRAINING1,17,reject,124
SROF017,TRAINING1,18,reject,121
SROF017,TRAINING1,19,reject,64
SROF017,TRAINING1,20,reject,101
SROF017,TRAINING1,21,reject,105
SROF017,TRAINING1,22,reject,102
SROF017,TRAINING1,23,reject,138
SROF017,TRAINING1,24,reject,101
SROF017,TRAINING1,25,reject,81
SROF017,TRAINING1,26,reject,24
SROF017,TRAINING1,27,reject,49
SROF017,TRAINING1,28,reject,8
SROF017,TRAINING1,29,reject,65
SROF017,TRAINING1,30,reject,130
SROF017,TRAINING1,31,reject,172
SROF018,TRAINING1,1,reject,39
SROF018,TRAINING1,2,reject,20
SROF018,TRAINING1,3,reject,4
SROF018,TRAINING1,4,reject,38
SROF018,TRAINING1,5,reject,56
SROF018,TRAINING1,6,reject,50
SROF018,TRAINING1,7,reject,32
SROF018,TRAINING1,8,reject,33
SROF018,TRAINING1,9,reject,43
SROF018,TRAINING1,10,reject,56
SROF018,TRAINING1,11,reject,28
SROF018,TRAINING1,12,reject,42
SROF018,TRAINING1,13,reject,33
SROF018,TRAINING1,14,reject,28
SROF018,TRAINING1,15,reject,52
SROF018,TRAINING1,16,reject,46
SROF020,TRAINING1,1,reject,27
SROF020,TRAINING1,2,reject,35
SROF020,TRAINING1,3,reject,74
SROF020,TRAINING1,4,reject,46
SROF020,TRAINING1,5,reject,26
SROF020,TRAINING1,6,reject,42
SROF020,TRAINING1,7,reject,78
SROF020,TRAINING1,8,reject,23
SROF020,TRAINING1,9,reject,17
SROF020,TRAINING1,10,reject,11
SROF020,TRAINING1,11,reject,14
SROF020,TRAINING1,12,reject,16
SROF020,TRAINING1,13,reject,41
SROF020,TRAINING1,14,reject,71
SROF012,TRAINING2,1,reject,118
SROF012,TRAINING2,2,reject,97
SROF012,TRAINING2,3,reject,120
SROF012,TRAINING2,4,reject,106
SROF012,TRAINING2,5,reject,163
SROF012,TRAINING2,6,reject,169
SROF017,TRAINING2,1,reject,117
SROF017,TRAINING2,2,reject,78
SROF017,TRAINING2,3,reject,95
SROF017,TRAINING2,4,reject,175
SROF017,TRAINING2,5,reject,186
SROF018,TRAINING2,1,reject,35
SROF018,TRAINING2,2,reject,11
SROF018,TRAINING2,3,reject,5
SROF018,TRAINING2,4,reject,8
SROF018,TRAINING2,5,reject,23
SROF018,TRAINING2,6,reject,11
SROF018,TRAINING2,7,reject,6
