"Subject","Condition","Day_of_training","Stimuli","Hits","Misses","Rejects","False_alarms","Response_time_s","PC","DP","Response_bias","Trial_number","Condition_stimuli","Subject_condition"
"SROF017","Naive",30,"Tones",247,23,172,138,0.715254463468279,72.2413793103448,1.49870921789054,-0.611904772659617,580,"Naive.Tones","SROF017.Naive"
"SROF018","Naive",1,"Tones",34,16,39,15,0.713236434119088,70.1923076923077,1.0353006610054,0.0597983994902031,104,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",2,"Tones",16,6,20,17,0.820452906868675,61.0169491525424,0.674217141101337,-0.238000710727769,59,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",3,"Tones",6,6,4,11,0.984434772940243,37.037037037037,-0.579132162255556,-0.289566081127778,27,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",4,"Tones",36,32,38,27,0.671139622491503,55.6390977443609,0.283148328248086,0.0688542301238816,133,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",5,"Tones",43,37,56,45,0.678950366648761,54.6961325966851,0.228547363759871,0.0213018333188615,181,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",6,"Tones",50,32,50,36,0.52638784674711,59.5238095238095,0.478308945530379,-0.0360846519648059,168,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",7,"Tones",34,12,32,17,0.600576232461368,69.4736842105263,1.01040604328574,-0.119882555235304,95,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",8,"Tones",35,16,33,17,0.562716782093048,67.3267326732673,0.879156723857654,-0.0356623885844179,101,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",9,"Tones",53,21,43,16,0.55926699914794,72.1804511278195,1.1609092644978,0.0173054937935795,133,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",10,"Tones",43,22,56,21,0.577294994145632,69.7183098591549,1.00582342362931,0.0929283896273196,142,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",11,"Tones",42,10,28,17,0.582992198103565,72.1649484536082,1.1527190246104,-0.272020419771089,97,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",12,"Tones",44,29,42,19,0.568960772620307,64.1791044776119,0.739935870228008,0.113121467802414,134,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",13,"Tones",36,9,33,13,0.756726571491786,75.8241758241758,1.38003285840396,-0.128533090154011,91,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",14,"Tones",22,18,28,9,0.770729541778564,64.9350649350649,0.797070594084884,0.27595445315364,77,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",15,"Tones",45,3,52,14,0.638580201035839,85.0877192982456,2.24958199843459,-0.340442793468229,114,"Naive.Tones","SROF018.Naive"
"SROF018","Naive",16,"Tones",35,19,46,3,0.53830025070592,78.6407766990291,1.84886833339694,0.551356861480701,103,"Naive.Tones","SROF018.Naive"
"SROF020","Naive",1,"Tones",33,12,27,19,0.739734305785252,65.9340659340659,0.822536078311834,-0.196293583056756,91,"Naive.Tones","SROF020.Naive"
"SROF020","Naive",2,"Tones",47,15,35,31,0.639208536881667,64.0625,0.761925208756144,-0.306067921923555,128,"Naive.Tones","SROF020.Naive"
"SROF020","Naive",3,"Tones",25,42,74,22,0.757287695052776,60.7361963190184,0.413771998277468,0.525525363103109,163,"Naive.Tones","SROF020.Naive"
"SROF020","Naive",4,"Tones",31,33,46,15,0.726512266241986,61.6,0.635916675048279,0.356531412671942,125,"Naive.Tones","SROF020.Naive"
"SROF020","Naive",5,"Tones",24,9,26,13,0.946122324144518,69.4444444444444,1.00388561010087,-0.0826470520090387,72,"Naive.Tones","SROF020.Naive"
"SROF020","Naive",6,"Tones",38,28,42,12,0.671039509773254,66.6666666666667,0.936024921078115,0.279846134224245,120,"Naive.Tones","SROF020.Naive"
"SROF020","Naive",7,"Tones",53,21,78,14,0.586865727581195,78.9156626506024,1.57454300206618,0.22412236257777,166,"Naive.Tones","SROF020.Naive"
"SROF020","Naive",8,"Tones",30,10,23,16,0.704953038152174,67.0886075949367,0.876542218231997,-0.217152396118428,79,"Naive.Tones","SROF020.Naive"
"SROF020","Naive",9,"Tones",7,6,17,1,0.709826648235321,77.4193548387097,1.50182992998193,0.661272613915201,31,"Naive.Tones","SROF020.Naive"
"SROF020","Naive",10,"Tones",7,18,11,3,0.384278798103332,46.1538461538462,0.170028528042045,0.642899026860621,39,"Naive.Tones","SROF020.Naive"
"SROF020","Naive",11,"Tones",14,4,14,8,0.417151136831804,70,1.04950259837529,-0.191746200990347,40,"Naive.Tones","SROF020.Naive"
"SROF020","Naive",12,"Tones",11,7,16,11,0.587656552141363,60,0.492702079265112,-0.0206430857723966,45,"Naive.Tones","SROF020.Naive"
"SROF020","Naive",13,"Tones",36,13,41,7,0.570525629575862,79.3814432989691,1.63620518440815,0.205289601187447,97,"Naive.Tones","SROF020.Naive"
"SROF020","Naive",14,"Tones",34,24,71,14,0.630218386650085,73.4265734265734,1.17374336034559,0.372822203755198,143,"Naive.Tones","SROF020.Naive"
