Trial_number,Time_s
1,1865.0056319236755
2,2335.6459078788757
3,4785.108043909073
4,5811.032104969025
5,5883.358962059021
6,5945.132209062576
7,6035.461933851242
8,6098.287926912308
9,6163.1452260017395
10,6182.969853878021
11,6207.181665897369
12,6225.845655918121
13,6277.944264888763
14,6293.653940916061
15,6319.777102947235
16,6335.246407985687
17,6360.956446886063
18,6384.9503009319305
19,6411.706359863281
20,6434.855986833572
21,6448.879031896591
22,6468.001345872879
23,6484.367555856705
24,6545.358372926712
25,6571.378403902054
26,6620.916445970535
27,6806.15810585022
28,6849.685366868973
29,6990.057414054871
30,7003.3099620342255
31,7176.781414985657
32,7233.168401956558
33,7248.637130022049
34,7273.459728002548
35,7294.081385850906
36,7325.644640922546
37,7344.567524909973
38,7359.548765897751
39,7374.662817955017
40,7392.83421087265
41,7408.4017078876495
42,7422.703706026077
43,7441.788655996323
44,7469.701056003571
45,7510.698538064957
46,7527.693490028381
47,7559.414510011673
48,7691.647688865662
49,8610.897631883621
50,9122.835077047348
51,9140.133895874023
52,9166.296421051025
53,9194.121917009354
54,9332.484830856323
55,9353.235445022583
56,9392.789898872375
57,9417.918051958084
58,9451.31729388237
59,9472.406102895737
60,9576.579979896545
61,9625.931978940964
62,9640.922055959702
63,9658.684974908829
64,9719.179584980011
65,9766.771254062653
66,9866.861839056015
67,10011.649713993073
68,10027.237355947495
69,10043.646136045456
70,10058.072620868683
71,10086.64079785347
72,10120.807329893112
73,10137.484186887741
74,10152.886237859726
75,10182.764662027359
76,10207.796248912811
77,10226.2348279953
78,10245.23746085167
79,10267.183752059937
80,10286.218030929565
81,10305.510473012924
82,10326.831043958664
83,10352.636669874191
84,10430.57991886139
85,10459.418109893799
86,10481.070199012756
87,10508.700706005096
88,10524.441555976868
89,10551.255081892014
90,10566.68919801712
91,10581.252003908157
92,10654.715245962143
93,10670.006633996964
94,10860.963891029358
95,12162.661712884903
96,12208.551101922989
97,12286.28693985939
98,12302.38110589981
99,12322.88376402855
100,12363.539869070053
101,12437.821078062057
102,12462.89929986
103,12499.55008983612
104,12516.953584909439
105,12565.1671500206
106,12601.993908882141
107,12617.123430013657
108,12632.398365020752
109,12652.828158855438
110,12678.154305934906
111,12700.061775922775
112,12718.456101894379
113,12737.343678951263
114,12758.886193990707
115,12777.47547197342
116,12791.605761051178
117,13023.798153877258
