Trial_number,Time_s
1,248.55489301681519
2,268.5846359729767
3,319.69509387016296
4,662.1842460632324
5,698.9580159187317
6,716.9221658706665
7,1829.5574848651886
8,1851.0550289154053
9,2587.985296010971
10,2601.8353219032288
11,2616.1524498462677
12,3023.6599910259247
13,4294.302695989609
14,4848.702805995941
15,4870.736974954605
16,4900.614097833633
17,4916.6859040260315
18,5097.7352459430695
19,5111.648606061935
20,5136.964150905609
21,8140.21298789978
22,8254.586729049683
23,8272.401901960373
24,8294.611603975296
25,8333.870215892792
26,8361.099479913712
27,8390.965402841568
28,8444.873704910278
29,8463.40507388115
30,8523.047487974167
31,8546.23608994484
32,9058.679613828659
33,9078.629896879196
34,9125.511136054993
35,9259.013378858566
36,9324.568407058716
37,9426.70157289505
38,9459.197260856628
39,9591.073475837708
40,9606.684892892838
41,9633.042649030685
42,9658.813019037247
43,9678.190842866898
44,9704.594532966614
45,9722.47970199585
46,11047.055804014206
47,11154.556912899017
48,11178.259139060974
49,11197.335964918137
50,11296.495575904846
51,12541.817082881927
52,12570.892701864243
53,12599.845201015472
54,12634.275251865387
55,12661.68922495842
56,13450.325917959213
57,13475.779840946198
58,13491.484029054642
59,13526.420109987259
60,13540.335182905197
61,13555.001646995544
62,13574.23755288124
63,13609.34250998497
