Trial_number,Trial_type,Response_time_s,Hit,Miss,Reject,False_alarm,Time_from_start,Stimulus
1,NOGO,NA,0,0,1,0,806.4691591,Song1Pk43(-9.5)63db.wav
2,GO,1.367856979,1,0,0,0,834.059108,Song2Pea30(-5.5)63db.wav
3,NOGO,NA,0,0,1,0,864.909019,Song1Pk43(-9.5)63db.wav
4,NOGO,NA,0,0,1,0,1179.648189,Song1Pk43(-9.5)63db.wav
5,GO,0.562450886,1,0,0,0,1217.97809,Song2Pea30(-5.5)63db.wav
6,GO,1.478672028,1,0,0,0,1270.90798,Song2Pea30(-5.5)63db.wav
7,GO,0.902378082,1,0,0,0,1314.527837,Song2Pea30(-5.5)63db.wav
8,NOGO,0.788175106,0,0,0,1,1332.617797,Song1Pk43(-9.5)63db.wav
9,NOGO,0.599843979,0,0,0,1,1371.407706,Song1Pk43(-9.5)63db.wav
10,GO,0.138730049,1,0,0,0,1397.39763,Song2Pea30(-5.5)63db.wav
11,GO,0.073405027,1,0,0,0,1435.227537,Song2Pea30(-5.5)63db.wav
12,GO,0.497355223,1,0,0,0,1448.707511,Song2Pea30(-5.5)63db.wav
13,GO,0.396133184,1,0,0,0,1481.747423,Song2Pea30(-5.5)63db.wav
14,GO,0.149125814,1,0,0,0,1499.297376,Song2Pea30(-5.5)63db.wav
15,NOGO,NA,0,0,1,0,1538.537294,Song1Pk43(-9.5)63db.wav
16,GO,1.45788312,1,0,0,0,1557.237236,Song2Pea30(-5.5)63db.wav
17,NOGO,1.428829908,0,0,0,1,1680.556921,Song1Pk43(-9.5)63db.wav
18,GO,0.197818041,1,0,0,0,1742.996759,Song2Pea30(-5.5)63db.wav
19,NOGO,0.658570051,0,0,0,1,1772.586673,Song1Pk43(-9.5)63db.wav
20,GO,0.206582069,1,0,0,0,1797.51661,Song2Pea30(-5.5)63db.wav
21,GO,0.196036816,1,0,0,0,1809.296587,Song2Pea30(-5.5)63db.wav
22,NOGO,NA,0,0,1,0,1820.756555,Song1Pk43(-9.5)63db.wav
23,GO,NA,0,1,0,0,1839.166501,Song2Pea30(-5.5)63db.wav
