Trial_number,Trial_type,Response_time_s,Hit,Miss,Reject,False_alarm,Time_from_start,Stimulus
1,GO,0.322286129,1,0,0,0,6.262554884,Song1Pk43(-9.5)63db.wav
2,GO,0.173377991,1,0,0,0,27.86250877,Song1Pk43(-9.5)63db.wav
3,NOGO,NA,0,0,1,0,48.06245899,Song2Pea30(-5.5)63db.wav
4,NOGO,NA,0,0,1,0,65.23244381,Song2Pea30(-5.5)63db.wav
5,NOGO,NA,0,0,1,0,82.11241889,Song2Pea30(-5.5)63db.wav
6,GO,0.024682045,1,0,0,0,104.7723539,Song1Pk43(-9.5)63db.wav
7,NOGO,0.928490877,0,0,0,1,135.1623108,Song2Pea30(-5.5)63db.wav
8,NOGO,NA,0,0,1,0,204.9221468,Song2Pea30(-5.5)63db.wav
9,NOGO,0.321270943,0,0,0,1,276.0719869,Song2Pea30(-5.5)63db.wav
10,NOGO,0.02740407,0,0,0,1,458.0916419,Song2Pea30(-5.5)63db.wav
11,NOGO,0.309901953,0,0,0,1,504.9915559,Song2Pea30(-5.5)63db.wav
12,NOGO,NA,0,0,1,0,558.0514019,Song2Pea30(-5.5)63db.wav
13,GO,0.415427923,1,0,0,0,632.711272,Song1Pk43(-9.5)63db.wav
14,NOGO,1.66543293,0,0,0,1,654.7912159,Song2Pea30(-5.5)63db.wav
15,GO,0.193308115,1,0,0,0,715.201072,Song1Pk43(-9.5)63db.wav
16,NOGO,NA,0,0,1,0,737.761045,Song2Pea30(-5.5)63db.wav
17,NOGO,0.767644167,0,0,0,1,856.4607928,Song2Pea30(-5.5)63db.wav
18,NOGO,1.641916037,0,0,0,1,1207.550033,Song2Pea30(-5.5)63db.wav
19,GO,0.553431034,1,0,0,0,1355.139741,Song1Pk43(-9.5)63db.wav
20,GO,0.719887972,1,0,0,0,1651.289107,Song1Pk43(-9.5)63db.wav
21,NOGO,NA,0,0,1,0,1786.388815,Song2Pea30(-5.5)63db.wav
22,NOGO,NA,0,0,1,0,1851.988707,Song2Pea30(-5.5)63db.wav
23,GO,0.249078989,1,0,0,0,1954.758482,Song1Pk43(-9.5)63db.wav
24,GO,0.303631067,1,0,0,0,2035.288301,Song1Pk43(-9.5)63db.wav
25,GO,0.705878019,1,0,0,0,2077.038234,Song1Pk43(-9.5)63db.wav
26,NOGO,1.438997984,0,0,0,1,2219.027922,Song2Pea30(-5.5)63db.wav
27,NOGO,1.882492065,0,0,0,1,2306.787731,Song2Pea30(-5.5)63db.wav
