Subject,Treatment,Logit_Coeff,Logit_Intercept,Area_under_curve,%Correct,Hit_rate,Rejection_rate
SROF018,TRAINING1,0.015642497492346048,-0.3506008257888936,60.49173645246778,60.148148148148145,32.608695652173914,47.42424242424242
SROF020,TRAINING1,0.008753729298037803,0.1295966016039557,63.81275572252904,63.61728913134704,17.39502999143102,54.60526315789473
SROF012,TRAINING1,0.015398129662063114,0.08986540371803685,69.77355104133352,69.46766388033436,23.36283185840708,37.62029746281715
SROF017,TRAINING1,0.011185713935573532,0.13410063846343617,66.53939513075714,66.30067567567568,13.180272108843539,53.94295302013423
SRCF006,TRAINING1,0.011480942841851876,0.10959918589755697,66.31391665892686,66.07476635514018,20.9471766848816,47.60076775431862
SRCF009,TRAINING1,0.014081668732229765,-0.17587977254501683,62.74758005451703,62.43550051599587,34.011220196353435,40.98582039162728
SRCF012,TRAINING1,0.013616782386233976,-0.10674329921890338,63.79710415509508,63.51183063511831,27.72020725388601,44.60431654676259
SRCF014,TRAINING1,0.019302000218355996,-0.38654871991093437,63.56257670386452,63.2,16.57142857142857,54.50000000000001
