Subject,Treatment,Logit_Coeff,Logit_Intercept,Area_under_curve,%Correct,Hit_rate,Rejection_rate
female265W,TRAINING1,0.01132665238270045,0.2502940151665446,69.15964419932004,68.93382352941177,21.052631578947366,41.340782122905026
Male_W147R,TRAINING1,0.007534678555104809,0.02844209988703966,60.05993368491289,59.88435128297795,36.30481667864846,43.968023255813954
female161W,TRAINING1,0.008538390506717801,-0.031050097215209682,59.83160188007716,59.63203463203463,40.12041598248495,40.6099518459069
maleG47,TRAINING1,0.009812411054368109,0.0735705955802697,63.71569242077096,63.49484335473828,34.43683409436834,38.669852648347266
maleB86L39,TRAINING1,0.00477848419912262,0.3250431975614076,63.7868585941325,63.678905687545,26.637554585152838,45.7977207977208
male96P,TRAINING1,0.008511895620366371,0.16912036641604464,64.44053435441188,64.25470332850941,25.71428571428571,46.04105571847507
