Trial_number,Trial_type,Response_time_s,Hit,Miss,Reject,False_alarm,Time_from_start,Stimulus
1,GO,0.881839037,1,0,0,0,493.2788291,Song2Pea30(-5.5)63db.wav
2,GO,1.435050964,1,0,0,0,559.4486899,Song2Pea30(-5.5)63db.wav
3,GO,0,1,0,0,0,767.1781471,Song2Pea30(-5.5)63db.wav
4,GO,0,1,0,0,0,800.3780529,Song2Pea30(-5.5)63db.wav
5,NOGO,NA,0,0,1,0,917.247983,Song1Pk43(-9.5)63db.wav
6,NOGO,0.878530979,0,0,0,1,1846.275643,Song1Pk43(-9.5)63db.wav
7,NOGO,NA,0,0,1,0,2065.894928,Song1Pk43(-9.5)63db.wav
8,GO,0.867998123,1,0,0,0,2108.644807,Song2Pea30(-5.5)63db.wav
9,NOGO,NA,0,0,1,0,2712.823302,Song1Pk43(-9.5)63db.wav
10,NOGO,0.340011835,0,0,0,1,2749.54317,Song1Pk43(-9.5)63db.wav
11,NOGO,NA,0,0,1,0,2992.472587,Song1Pk43(-9.5)63db.wav
12,NOGO,1.348361015,0,0,0,1,3226.721982,Song1Pk43(-9.5)63db.wav
13,NOGO,NA,0,0,1,0,3564.341129,Song1Pk43(-9.5)63db.wav
14,GO,0.032840967,1,0,0,0,4184.3796,Song2Pea30(-5.5)63db.wav
15,GO,NA,0,1,0,0,4777.078096,Song2Pea30(-5.5)63db.wav
16,GO,0.624833107,1,0,0,0,5371.636777,Song2Pea30(-5.5)63db.wav
17,NOGO,0.21517086,0,0,0,1,5455.826399,Song1Pk43(-9.5)63db.wav
18,NOGO,0.119881153,0,0,0,1,5573.066111,Song1Pk43(-9.5)63db.wav
19,NOGO,NA,0,0,1,0,5694.395786,Song1Pk43(-9.5)63db.wav
20,NOGO,0.540732861,0,0,0,1,5997.125044,Song1Pk43(-9.5)63db.wav
21,NOGO,1.447973013,0,0,0,1,6086.584826,Song1Pk43(-9.5)63db.wav
22,NOGO,0.561197042,0,0,0,1,7076.672341,Song1Pk43(-9.5)63db.wav
23,GO,NA,0,1,0,0,7136.492189,Song2Pea30(-5.5)63db.wav
24,GO,0.321332932,1,0,0,0,7528.701218,Song2Pea30(-5.5)63db.wav
25,NOGO,0.054040909,0,0,0,1,7850.860385,Song1Pk43(-9.5)63db.wav
26,GO,0.122769833,1,0,0,0,8344.019162,Song2Pea30(-5.5)63db.wav
27,GO,NA,0,1,0,0,8407.118994,Song2Pea30(-5.5)63db.wav
28,GO,NA,0,1,0,0,8913.297748,Song2Pea30(-5.5)63db.wav
29,GO,0.567235947,1,0,0,0,9118.207257,Song2Pea30(-5.5)63db.wav
30,NOGO,NA,0,0,1,0,9263.566859,Song1Pk43(-9.5)63db.wav
31,GO,0,1,0,0,0,9523.776207,Song2Pea30(-5.5)63db.wav
32,GO,1.759719133,1,0,0,0,9918.375251,Song2Pea30(-5.5)63db.wav
33,NOGO,1.474756002,0,0,0,1,10827.98294,Song1Pk43(-9.5)63db.wav
34,GO,0.005013943,1,0,0,0,11033.39242,Song2Pea30(-5.5)63db.wav
35,GO,0,1,0,0,0,12265.4594,Song2Pea30(-5.5)63db.wav
36,NOGO,0.93543005,0,0,0,1,12373.7491,Song1Pk43(-9.5)63db.wav
