Trial_number,Trial_type,Response_time_s,Hit,Miss,Reject,False_alarm,Time_from_start,Stimulus
1,NOGO,0.873441935,0,0,0,1,78.22654986,Song1Pk43(-9.5)63db.wav
2,GO,0.244058132,1,0,0,0,122.596422,Song2Pea30(-5.5)63db.wav
3,NOGO,NA,0,0,1,0,137.5663869,Song1Pk43(-9.5)63db.wav
4,GO,0.496086121,1,0,0,0,241.8561399,Song2Pea30(-5.5)63db.wav
5,NOGO,NA,0,0,1,0,352.9058468,Song1Pk43(-9.5)63db.wav
6,NOGO,NA,0,0,1,0,381.1957738,Song1Pk43(-9.5)63db.wav
7,NOGO,NA,0,0,1,0,475.505564,Song1Pk43(-9.5)63db.wav
8,NOGO,NA,0,0,1,0,679.5750389,Song1Pk43(-9.5)63db.wav
9,NOGO,NA,0,0,1,0,1129.873912,Song1Pk43(-9.5)63db.wav
10,GO,NA,0,1,0,0,1228.263699,Song2Pea30(-5.5)63db.wav
11,GO,0.104887962,1,0,0,0,2341.730867,Song2Pea30(-5.5)63db.wav
12,GO,1.243741035,1,0,0,0,2402.750701,Song2Pea30(-5.5)63db.wav
13,GO,0.000811815,1,0,0,0,2540.820371,Song2Pea30(-5.5)63db.wav
14,NOGO,NA,0,0,1,0,3647.487586,Song1Pk43(-9.5)63db.wav
15,NOGO,1.385730028,0,0,0,1,3711.277413,Song1Pk43(-9.5)63db.wav
16,NOGO,NA,0,0,1,0,3932.026898,Song1Pk43(-9.5)63db.wav
17,NOGO,NA,0,0,1,0,4145.846397,Song1Pk43(-9.5)63db.wav
18,NOGO,NA,0,0,1,0,4466.865533,Song1Pk43(-9.5)63db.wav
19,GO,0.647281885,1,0,0,0,4507.585709,Song2Pea30(-5.5)63db.wav
20,NOGO,0.337131977,0,0,0,1,5040.78411,Song1Pk43(-9.5)63db.wav
21,NOGO,NA,0,0,1,0,5090.094002,Song1Pk43(-9.5)63db.wav
22,NOGO,0.680015802,0,0,0,1,6058.061592,Song1Pk43(-9.5)63db.wav
23,NOGO,0.375399113,0,0,0,1,7103.998961,Song1Pk43(-9.5)63db.wav
24,GO,0,1,0,0,0,7571.787744,Song2Pea30(-5.5)63db.wav
25,NOGO,NA,0,0,1,0,7926.486909,Song1Pk43(-9.5)63db.wav
26,GO,1.429099083,1,0,0,0,9130.933837,Song2Pea30(-5.5)63db.wav
27,GO,NA,0,1,0,0,9271.363529,Song2Pea30(-5.5)63db.wav
28,NOGO,0.02064991,0,0,0,1,9516.70288,Song1Pk43(-9.5)63db.wav
29,GO,0.886229992,1,0,0,0,10327.57084,Song2Pea30(-5.5)63db.wav
30,NOGO,NA,0,0,1,0,11166.90876,Song1Pk43(-9.5)63db.wav
31,NOGO,1.25458312,0,0,0,1,12776.33471,Song1Pk43(-9.5)63db.wav
32,GO,NA,0,1,0,0,14891.01938,Song2Pea30(-5.5)63db.wav
33,GO,0.427014828,1,0,0,0,15133.51879,Song2Pea30(-5.5)63db.wav
34,GO,0.428235054,1,0,0,0,15237.46852,Song2Pea30(-5.5)63db.wav
35,GO,NA,0,1,0,0,15319.70833,Song2Pea30(-5.5)63db.wav
36,GO,1.526262999,1,0,0,0,15409.30808,Song2Pea30(-5.5)63db.wav
37,GO,0.16384697,1,0,0,0,15474.95794,Song2Pea30(-5.5)63db.wav
38,NOGO,NA,0,0,1,0,15522.19784,Song1Pk43(-9.5)63db.wav
39,NOGO,NA,0,0,1,0,15623.86755,Song1Pk43(-9.5)63db.wav
40,GO,NA,0,1,0,0,15697.9274,Song2Pea30(-5.5)63db.wav
41,NOGO,NA,0,0,1,0,15710.34735,Song1Pk43(-9.5)63db.wav
42,GO,0,1,0,0,0,15745.05726,Song2Pea30(-5.5)63db.wav
43,NOGO,1.334650993,0,0,0,1,15789.53718,Song1Pk43(-9.5)63db.wav
44,GO,0.50938201,1,0,0,0,15927.30681,Song2Pea30(-5.5)63db.wav
45,NOGO,NA,0,0,1,0,15944.46675,Song1Pk43(-9.5)63db.wav
46,NOGO,0.391088963,0,0,0,1,16022.43659,Song1Pk43(-9.5)63db.wav
47,NOGO,0.590080023,0,0,0,1,16047.68653,Song1Pk43(-9.5)63db.wav
48,NOGO,NA,0,0,1,0,16115.35633,Song1Pk43(-9.5)63db.wav
49,GO,0.169919968,1,0,0,0,16287.27593,Song2Pea30(-5.5)63db.wav
50,NOGO,1.426898003,0,0,0,1,16379.95567,Song1Pk43(-9.5)63db.wav
51,GO,NA,0,1,0,0,16497.40537,Song2Pea30(-5.5)63db.wav
52,NOGO,NA,0,0,1,0,16527.02531,Song1Pk43(-9.5)63db.wav
53,NOGO,NA,0,0,1,0,16622.4351,Song1Pk43(-9.5)63db.wav
54,NOGO,NA,0,0,1,0,16652.615,Song1Pk43(-9.5)63db.wav
55,GO,0.317852974,1,0,0,0,16666.24496,Song2Pea30(-5.5)63db.wav
56,GO,0.897611141,1,0,0,0,16773.15469,Song2Pea30(-5.5)63db.wav
57,NOGO,NA,0,0,1,0,16833.59453,Song1Pk43(-9.5)63db.wav
58,GO,0.815721035,1,0,0,0,16975.2144,Song2Pea30(-5.5)63db.wav
59,GO,NA,0,1,0,0,17101.0439,Song2Pea30(-5.5)63db.wav
60,GO,0.088948965,1,0,0,0,17199.24361,Song2Pea30(-5.5)63db.wav
61,NOGO,NA,0,0,1,0,17217.20359,Song1Pk43(-9.5)63db.wav
