Trial_number,Trial_type,Response_time_s,Hit,Miss,Reject,False_alarm,Time_from_start,Stimulus
1,GO,NA,0,1,0,0,23.40542603,Song2Pea30(-5.5)63db.wav
2,GO,0.264348984,1,0,0,0,620.143892,Song2Pea30(-5.5)63db.wav
3,NOGO,NA,0,0,1,0,736.943634,Song1Pk43(-9.5)63db.wav
4,NOGO,NA,0,0,1,0,849.593318,Song1Pk43(-9.5)63db.wav
5,NOGO,0.488984823,0,0,0,1,1189.772453,Song1Pk43(-9.5)63db.wav
6,NOGO,1.415576935,0,0,0,1,1652.071311,Song1Pk43(-9.5)63db.wav
7,GO,1.344788074,1,0,0,0,2396.189469,Song2Pea30(-5.5)63db.wav
8,NOGO,0.322932005,0,0,0,1,2623.588864,Song1Pk43(-9.5)63db.wav
9,NOGO,1.907568932,0,0,0,1,3797.025926,Song1Pk43(-9.5)63db.wav
10,NOGO,NA,0,0,1,0,4066.355241,Song1Pk43(-9.5)63db.wav
11,GO,1.667377234,1,0,0,0,4276.094722,Song2Pea30(-5.5)63db.wav
12,GO,NA,0,1,0,0,4386.84446,Song2Pea30(-5.5)63db.wav
13,GO,NA,0,1,0,0,4415.084382,Song2Pea30(-5.5)63db.wav
14,NOGO,NA,0,0,1,0,4479.724222,Song1Pk43(-9.5)63db.wav
15,GO,NA,0,1,0,0,4499.164183,Song2Pea30(-5.5)63db.wav
16,NOGO,NA,0,0,1,0,4518.084125,Song1Pk43(-9.5)63db.wav
17,GO,NA,0,1,0,0,4539.484094,Song2Pea30(-5.5)63db.wav
18,NOGO,1.701252937,0,0,0,1,4570.744041,Song1Pk43(-9.5)63db.wav
19,GO,NA,0,1,0,0,4623.373897,Song2Pea30(-5.5)63db.wav
20,NOGO,NA,0,0,1,0,4651.513777,Song1Pk43(-9.5)63db.wav
21,GO,NA,0,1,0,0,4673.543747,Song2Pea30(-5.5)63db.wav
22,GO,0.778442144,1,0,0,0,4868.183272,Song2Pea30(-5.5)63db.wav
23,NOGO,0.834537983,0,0,0,1,4982.302974,Song1Pk43(-9.5)63db.wav
24,GO,1.156001091,1,0,0,0,5122.802621,Song2Pea30(-5.5)63db.wav
25,GO,0.227380037,1,0,0,0,5182.152457,Song2Pea30(-5.5)63db.wav
26,GO,0.033777952,1,0,0,0,5283.752228,Song2Pea30(-5.5)63db.wav
27,NOGO,NA,0,0,1,0,5317.302131,Song1Pk43(-9.5)63db.wav
28,GO,0.172765017,1,0,0,0,5336.192106,Song2Pea30(-5.5)63db.wav
29,NOGO,NA,0,0,1,0,5567.311516,Song1Pk43(-9.5)63db.wav
30,GO,0,1,0,0,0,5583.401463,Song2Pea30(-5.5)63db.wav
31,GO,NA,0,1,0,0,5930.530617,Song2Pea30(-5.5)63db.wav
32,GO,0.001132965,1,0,0,0,5943.310557,Song2Pea30(-5.5)63db.wav
33,GO,NA,0,1,0,0,5981.490437,Song2Pea30(-5.5)63db.wav
34,GO,NA,0,1,0,0,6025.250363,Song2Pea30(-5.5)63db.wav
35,GO,NA,0,1,0,0,6064.740248,Song2Pea30(-5.5)63db.wav
36,GO,1.746127129,1,0,0,0,6114.600104,Song2Pea30(-5.5)63db.wav
37,NOGO,0.994361877,0,0,0,1,6155.410037,Song1Pk43(-9.5)63db.wav
38,GO,NA,0,1,0,0,6227.769862,Song2Pea30(-5.5)63db.wav
39,NOGO,0.32545495,0,0,0,1,6274.989714,Song1Pk43(-9.5)63db.wav
40,GO,NA,0,1,0,0,6332.409586,Song2Pea30(-5.5)63db.wav
41,NOGO,0.690379143,0,0,0,1,6495.209156,Song1Pk43(-9.5)63db.wav
