Trial_number,Trial_type,Response_time_s,Hit,Miss,Reject,False_alarm,Time_from_start,Stimulus
1,GO,NA,0,1,0,0,5.310513973236084,Song1Pk43(-9.5)63db.wav
2,NOGO,0.8036820888519287,0,0,0,1,25.050493955612183,Song2Pea30(-5.5)63db.wav
3,NOGO,NA,0,0,1,0,134.78023195266724,Song2Pea30(-5.5)63db.wav
4,NOGO,0.6710209846496582,0,0,0,1,148.20021986961365,Song2Pea30(-5.5)63db.wav
5,GO,0.006175041198730469,1,0,0,0,468.1793999671936,Song1Pk43(-9.5)63db.wav
6,GO,1.9420499801635742,1,0,0,0,480.66934084892273,Song1Pk43(-9.5)63db.wav
7,NOGO,0,0,0,0,1,506.3692739009857,Song2Pea30(-5.5)63db.wav
8,GO,NA,0,1,0,0,586.5391190052032,Song1Pk43(-9.5)63db.wav
9,GO,NA,0,1,0,0,729.3287320137024,Song1Pk43(-9.5)63db.wav
10,GO,0.06803607940673828,1,0,0,0,751.1086449623108,Song1Pk43(-9.5)63db.wav
11,NOGO,NA,0,0,1,0,762.4386508464813,Song2Pea30(-5.5)63db.wav
12,GO,0.686784029006958,1,0,0,0,1176.6776678562164,Song1Pk43(-9.5)63db.wav
13,NOGO,0.4775059223175049,0,0,0,1,1199.1576089859009,Song2Pea30(-5.5)63db.wav
14,NOGO,NA,0,0,1,0,1265.217465877533,Song2Pea30(-5.5)63db.wav
15,GO,0.7715959548950195,1,0,0,0,1280.5174009799957,Song1Pk43(-9.5)63db.wav
16,GO,0.5577487945556641,1,0,0,0,1308.0272989273071,Song1Pk43(-9.5)63db.wav
17,GO,0.35804009437561035,1,0,0,0,1328.3472800254822,Song1Pk43(-9.5)63db.wav
18,GO,NA,0,1,0,0,1376.9071400165558,Song1Pk43(-9.5)63db.wav
19,GO,0.08495712280273438,1,0,0,0,1422.0170199871063,Song1Pk43(-9.5)63db.wav
20,GO,1.9922831058502197,1,0,0,0,1517.3268220424652,Song1Pk43(-9.5)63db.wav
21,NOGO,1.2620010375976562,0,0,0,1,1574.1166830062866,Song2Pea30(-5.5)63db.wav
