Trial_number,Trial_type,Response_time_s,Hit,Miss,Reject,False_alarm,Time_from_start,Stimulus
1,GO,NA,0,1,0,0,14.102696895599365,Song1Pk43(-9.5)63db.wav
2,GO,NA,0,1,0,0,28.75265097618103,Song1Pk43(-9.5)63db.wav
3,NOGO,0.15081501007080078,0,0,0,1,50.242595911026,Song2Pea30(-5.5)63db.wav
4,GO,0,1,0,0,0,77.23254799842834,Song1Pk43(-9.5)63db.wav
5,NOGO,NA,0,0,1,0,166.06231307983398,Song2Pea30(-5.5)63db.wav
6,NOGO,1.4082880020141602,0,0,0,1,184.9022889137268,Song2Pea30(-5.5)63db.wav
7,NOGO,NA,0,0,1,0,216.4122190475464,Song2Pea30(-5.5)63db.wav
8,GO,NA,0,1,0,0,234.8521590232849,Song1Pk43(-9.5)63db.wav
9,NOGO,NA,0,0,1,0,325.4019420146942,Song2Pea30(-5.5)63db.wav
10,GO,1.6902971267700195,1,0,0,0,338.86194610595703,Song1Pk43(-9.5)63db.wav
11,NOGO,1.1864550113677979,0,0,0,1,387.5517740249634,Song2Pea30(-5.5)63db.wav
12,GO,0.7904019355773926,1,0,0,0,443.40162992477417,Song1Pk43(-9.5)63db.wav
13,GO,NA,0,1,0,0,464.1815791130066,Song1Pk43(-9.5)63db.wav
14,GO,NA,0,1,0,0,479.7415540218353,Song1Pk43(-9.5)63db.wav
15,GO,0.38070011138916016,1,0,0,0,773.8708031177521,Song1Pk43(-9.5)63db.wav
16,GO,NA,0,1,0,0,868.1805670261383,Song1Pk43(-9.5)63db.wav
17,NOGO,NA,0,0,1,0,881.9505870342255,Song2Pea30(-5.5)63db.wav
18,GO,NA,0,1,0,0,898.0705020427704,Song1Pk43(-9.5)63db.wav
19,NOGO,NA,0,0,1,0,943.1503961086273,Song2Pea30(-5.5)63db.wav
20,GO,NA,0,1,0,0,989.8302900791168,Song1Pk43(-9.5)63db.wav
21,NOGO,0.229140043258667,0,0,0,1,1008.9602429866791,Song2Pea30(-5.5)63db.wav
22,GO,0.3313319683074951,1,0,0,0,1032.3402271270752,Song1Pk43(-9.5)63db.wav
23,GO,NA,0,1,0,0,1181.3398110866547,Song1Pk43(-9.5)63db.wav
24,NOGO,NA,0,0,1,0,1220.7896790504456,Song2Pea30(-5.5)63db.wav
25,NOGO,NA,0,0,1,0,1276.6195230484009,Song2Pea30(-5.5)63db.wav
26,NOGO,1.5789759159088135,0,0,0,1,1313.6794509887695,Song2Pea30(-5.5)63db.wav
27,GO,1.2484550476074219,1,0,0,0,1342.0293788909912,Song1Pk43(-9.5)63db.wav
28,GO,NA,0,1,0,0,1390.0192470550537,Song1Pk43(-9.5)63db.wav
29,NOGO,NA,0,0,1,0,1518.7889750003815,Song2Pea30(-5.5)63db.wav
30,NOGO,NA,0,0,1,0,1592.9587581157684,Song2Pea30(-5.5)63db.wav
31,GO,NA,0,1,0,0,1612.5787091255188,Song1Pk43(-9.5)63db.wav
32,GO,1.3286280632019043,1,0,0,0,1634.0786910057068,Song1Pk43(-9.5)63db.wav
33,GO,0.9937798976898193,1,0,0,0,1663.788584947586,Song1Pk43(-9.5)63db.wav
34,NOGO,NA,0,0,1,0,1723.4884340763092,Song2Pea30(-5.5)63db.wav
35,NOGO,NA,0,0,1,0,1740.2484059333801,Song2Pea30(-5.5)63db.wav
36,GO,NA,0,1,0,0,1769.4183449745178,Song1Pk43(-9.5)63db.wav
37,NOGO,NA,0,0,1,0,1787.078304052353,Song2Pea30(-5.5)63db.wav
38,GO,NA,0,1,0,0,1869.4080939292908,Song1Pk43(-9.5)63db.wav
39,NOGO,NA,0,0,1,0,1885.8280520439148,Song2Pea30(-5.5)63db.wav
40,GO,1.710188865661621,1,0,0,0,1900.8379979133606,Song1Pk43(-9.5)63db.wav
41,GO,NA,0,1,0,0,1930.6479511260986,Song1Pk43(-9.5)63db.wav
42,NOGO,NA,0,0,1,0,2122.457463979721,Song2Pea30(-5.5)63db.wav
