Trial_number,Time_s
1,1148.1050817966461
2,1163.2739470005035
3,1180.423635005951
4,1194.2168638706207
5,1247.1314868927002
6,1269.02250289917
7,1282.3977949619293
8,1295.7891228199005
9,1309.4246978759766
10,1324.5231018066406
11,1378.9466488361359
12,1403.0348918437958
13,1447.7772288322449
14,1461.9786059856415
15,1494.3632309436798
16,1509.08660197258
17,1522.1131088733673
18,1542.5989499092102
19,1557.4431970119476
20,1571.3342628479004
21,1600.0254769325256
22,1613.811667919159
23,1878.217628955841
24,1895.5826168060303
25,1909.1748769283295
26,1923.4268419742584
27,1939.7272448539734
28,1953.29536485672
29,1967.4205038547516
30,1988.2338600158691
31,2047.6755228042603
32,2146.9586889743805
33,2160.2258818149567
34,2181.6766879558563
35,2200.516868829727
36,2228.745507001877
37,2246.167351961136
38,2262.6404089927673
39,2536.2224769592285
40,2560.2531609535217
41,2585.437511920929
42,2622.3992269039154
43,2647.1992559432983
44,2660.787088871002
45,2685.577931880951
46,2699.3814589977264
47,2717.1350598335266
48,2756.6500458717346
49,2770.515781879425
50,2865.101385831833
51,2888.6107909679413
52,2903.6607508659363
53,2935.580682992935
54,2950.269289970398
55,2973.449326992035
56,2992.7521369457245
57,3006.5523188114166
58,3024.1913409233093
59,3793.806298017502
60,3892.0092418193817
61,3909.626674890518
62,3926.893476009369
63,3942.990446805954
64,3963.652484893799
65,3976.793787956238
66,3992.479992866516
67,4005.684805870056
68,4024.731437921524
69,4043.083930015564
70,4057.585377931595
71,4072.365134000778
72,4086.4571030139923
73,4101.296922922134
74,4118.626532793045
75,4134.171793937683
76,4153.830593824387
77,4167.230983972549
78,4185.428109884262
79,5116.934404850006
80,5131.743735790253
81,5148.8207948207855
82,5170.539093017578
83,5202.221588850021
84,5221.744797945023
85,5247.789047002792
86,5265.094056844711
87,5296.098150968552
88,5720.205914974213
89,5763.633567810059
90,5782.945241928101
91,5805.274441957474
92,5821.406488895416
93,5838.675195932388
94,5858.425359010696
95,5967.932575941086
96,6180.745158910751
97,6930.825894832611
98,6945.224399805069
99,7013.802209854126
100,7040.492527961731
101,7106.766403913498
102,7120.710552930832
103,7134.115628957748
104,7169.860593795776
105,7185.846383810043
106,7203.9451858997345
107,7229.470242977142
108,7244.209536790848
109,7261.832203865051
110,7275.78173494339
111,7291.484982013702
112,7367.00172495842
113,7389.571841001511
114,8041.493009805679
115,8055.332799911499
116,8098.870309829712
117,8130.259502887726
118,8158.745814800262
119,8254.046461820602
120,8283.752142906189
121,8318.72194480896
122,8334.318663835526
123,8351.492995023727
124,8372.073198795319
125,8387.638844966888
126,8401.275324821472
127,8426.662722826004
128,8443.947709798813
129,8461.226559877396
130,8479.201660871506
131,8541.933295965195
132,8766.550459861755
133,8782.162565946579
134,8799.281232833862
135,8884.741549015045
136,8911.121510982513
137,8928.72931098938
138,8942.031168937683
139,8957.532755851746
140,8974.574307918549
141,8989.044230937958
142,9003.56467294693
143,9030.89491391182
144,9079.292841911316
145,9166.568831920624
146,9207.952527999878
147,9221.416246891022
148,9240.923487901688
149,9271.16856789589
150,9393.54508280754
151,9430.565925836563
152,9444.327582836151
153,9462.38909983635
154,9611.26605796814
155,9706.083019018173
156,9793.604276895523
157,9848.091797828674
158,9967.3932659626
159,10021.3988468647
160,10094.244203805923
161,10130.437105894089
162,10150.531226873398
163,10262.532603025436
164,10298.173856973648
165,10382.771045923233
166,10420.4617228508
167,10434.871074914932
168,10448.77296090126
169,10464.066146850586
170,10478.437754869461
171,10492.907467842102
172,10508.746258020401
173,10537.246157884598
174,10611.495250940323
175,10716.296952962875
176,11738.747648000717
177,11753.511575937271
178,11769.804593801498
179,11785.47167801857
180,11799.716836929321
181,11812.7703499794
182,11853.0968978405
183,11866.10980796814
184,11885.093298912048
185,12492.462139844894
186,12513.093344926834
187,12532.927417993546
188,12554.686746835709
189,12573.028079986572
190,12922.891714811325
191,12977.649808883667
192,13055.901981830597
193,13083.098287820816
194,13096.70617389679
195,13122.523526906967
196,13146.022202968597
197,13178.537453889847
198,13385.172268867493
199,13413.81512594223
200,13441.714553833008
201,13458.699489831924
202,13473.6981818676
203,13492.97094798088
204,14000.020082950592
205,14015.501186847687
206,14069.667720794678
207,14133.73940896988
208,14148.609157800674
209,14170.760077953339
210,14187.040532827377
211,14202.394332885742
212,14218.26393699646
213,14242.547731876373
214,14341.989825963974
215,14397.656733989716
