Trial_number,Trial_type,Response_time_s,Hit,Miss,Reject,False_alarm,Time_from_start
1,GO,0.11014604568481445,1,0,0,0,121.35971093177795
2,NOGO,0.9790899753570557,0,0,0,1,142.23982000350952
3,NOGO,NA,0,0,1,0,167.3100049495697
4,GO,0.012701034545898438,1,0,0,0,182.33983492851257
5,NOGO,1.6740400791168213,0,0,0,1,193.9898660182953
6,NOGO,0.13114619255065918,0,0,0,1,220.38992500305176
7,NOGO,0.9608669281005859,0,0,0,1,247.74998593330383
8,NOGO,0.7462520599365234,0,0,0,1,299.27009105682373
9,NOGO,0,0,0,0,1,322.91017413139343
10,NOGO,0,0,0,0,1,346.0602300167084
11,GO,0.1558091640472412,1,0,0,0,440.0504310131073
12,GO,NA,0,1,0,0,465.3004729747772
13,GO,0.5804970264434814,1,0,0,0,488.4905490875244
14,NOGO,0,0,0,0,1,541.3306760787964
15,NOGO,NA,0,0,1,0,583.6307590007782
16,NOGO,NA,0,0,1,0,629.1308689117432
17,NOGO,NA,0,0,1,0,643.4110260009766
18,GO,0,1,0,0,0,663.4909479618073
19,GO,0.004890918731689453,1,0,0,0,691.2710049152374
20,NOGO,NA,0,0,1,0,731.0110769271851
21,NOGO,0.3598029613494873,0,0,0,1,744.921117067337
22,NOGO,NA,0,0,1,0,784.7011871337891
23,NOGO,0.00439000129699707,0,0,0,1,800.3512289524078
24,GO,NA,0,1,0,0,1057.661796092987
25,GO,0.2328660488128662,1,0,0,0,1072.4218249320984
26,GO,0.24024486541748047,1,0,0,0,1088.4418749809265
27,GO,0,1,0,0,0,1114.3019270896912
28,NOGO,NA,0,0,1,0,1138.992075920105
29,NOGO,NA,0,0,1,0,1168.2720639705658
30,GO,NA,0,1,0,0,1191.8721930980682
31,GO,0,1,0,0,0,1230.1622369289398
32,NOGO,0.6937589645385742,0,0,0,1,1251.5322620868683
33,NOGO,NA,0,0,1,0,1276.3223321437836
34,GO,0.7664179801940918,1,0,0,0,1290.2623689174652
35,NOGO,1.091792106628418,0,0,0,1,1336.3024520874023
36,GO,0.13277196884155273,1,0,0,0,1390.852567911148
37,NOGO,0.8145170211791992,0,0,0,1,1410.592621088028
38,NOGO,NA,0,0,1,0,1439.8426780700684
39,GO,0,1,0,0,0,1505.6728370189667
40,GO,0.9684929847717285,1,0,0,0,1530.1928770542145
41,NOGO,0.9393129348754883,0,0,0,1,1565.4729630947113
42,NOGO,NA,0,0,1,0,1594.243026971817
43,NOGO,0,0,0,0,1,1616.4430639743805
44,NOGO,NA,0,0,1,0,1643.0131211280823
45,GO,0,1,0,0,0,1665.3831729888916
46,GO,0,1,0,0,0,1690.3832230567932
47,GO,0.17193293571472168,1,0,0,0,1713.2632710933685
48,GO,0,1,0,0,0,1732.4333159923553
