Trial_number,Time_s
1,35.684962034225464
2,907.0147440433502
3,1815.815731048584
4,2134.2032239437103
5,2295.9494450092316
6,2331.021404981613
7,2784.6962189674377
8,3093.9921040534973
9,3142.3393239974976
10,5025.799161911011
11,5991.890996932983
12,6180.144731044769
13,6734.335091114044
14,6791.476675033569
15,7806.063710927963
16,7847.75540804863
17,8721.638981103897
18,8777.275419950485
19,9197.895370960236
20,10357.333590984344
21,10436.858937978745
22,10478.400577068329
23,10758.238279104233
24,11494.76171708107
25,11964.52498793602
26,12404.788598060608
27,12939.525090932846
28,12986.221834897995
29,13208.629175901413
