Trial_number,Time_s
1,5.642982006072998
2,18.840863943099976
3,32.77722692489624
4,47.32019805908203
5,60.846652030944824
6,76.15088391304016
7,90.42571306228638
8,106.17340993881226
9,120.04031491279602
10,133.43418908119202
11,147.98838710784912
12,161.75815796852112
13,182.42959809303284
14,196.65148091316223
15,211.0476450920105
16,227.04501509666443
17,240.89446806907654
18,267.0682089328766
19,281.56720900535583
20,299.4757549762726
21,313.135479927063
22,327.2433271408081
23,345.65194392204285
24,359.66272592544556
25,377.08910298347473
26,391.2833421230316
27,405.87985706329346
28,419.9451460838318
29,433.63206005096436
30,447.0716359615326
31,460.33436012268066
32,473.78011298179626
33,495.1928799152374
34,508.6082229614258
35,522.6167929172516
36,536.0020689964294
37,550.6581990718842
38,570.9512391090393
39,584.3939139842987
40,598.842679977417
41,615.6530499458313
42,629.041589975357
43,642.4363069534302
44,659.9376790523529
45,673.7075710296631
46,688.6646120548248
47,702.2496149539948
48,715.6732289791107
49,728.9502589702606
50,742.987911939621
51,763.8792181015015
52,777.2161090373993
53,790.9111261367798
54,804.3070230484009
55,818.2110929489136
56,832.6293680667877
57,845.8925220966339
58,859.0767691135406
59,872.4452240467072
60,890.7940011024475
61,909.7515590190887
62,924.6302399635315
63,938.0232210159302
64,952.1492691040039
65,966.183758020401
66,979.911139011383
67,999.7746419906616
68,1013.4309980869293
69,1027.3806381225586
70,1048.3673491477966
71,1063.3882780075073
72,1084.5136489868164
73,1100.9594299793243
74,1114.6712210178375
75,1131.1102969646454
76,1144.390445947647
77,1157.9084870815277
78,1174.3140289783478
79,1188.553081035614
80,1202.0371990203857
81,1216.441293001175
82,1238.1369531154633
83,1257.5126700401306
84,1271.50639295578
85,1285.4746091365814
86,1299.4128141403198
87,1313.364284992218
88,1327.2406251430511
89,1341.766655921936
90,1356.155816078186
91,1370.4416880607605
92,1389.8273720741272
93,1404.3878960609436
94,1418.1729021072388
95,1431.4856390953064
96,1445.5648250579834
97,1461.624328136444
98,1475.1204919815063
99,1490.1717870235443
100,1503.216089963913
101,1518.2074029445648
102,1531.5688080787659
103,1546.9267189502716
104,1561.013188123703
105,1574.2488760948181
106,1588.2029271125793
107,1601.8823959827423
108,1615.4041929244995
109,1629.6806659698486
110,1643.3298380374908
111,1659.8342130184174
112,1675.7625479698181
113,1697.5298221111298
114,1711.7218809127808
115,1726.0500690937042
116,1739.696214914322
117,1754.3037989139557
118,1770.0514590740204
119,1786.4962990283966
120,1800.5617110729218
121,1815.0211989879608
122,1828.7466781139374
123,1851.027897119522
124,1864.7612659931183
125,1879.5968270301819
126,1897.7668170928955
127,1911.683737039566
128,1943.9718611240387
129,1967.313220024109
130,1980.9740390777588
131,1997.0125060081482
132,2010.7721490859985
133,2034.3838031291962
