Trial_number,Time_s
1,134.401615858078
2,190.34087491035461
3,237.24112486839294
4,305.6796598434448
5,1035.3043060302734
6,1687.1968488693237
7,1721.4952900409698
8,1736.9433069229126
9,1891.6387779712677
10,2083.7934789657593
11,2634.59499502182
12,2651.7842378616333
13,2671.232583999634
14,2685.0524978637695
15,2713.403524875641
16,2826.3750660419464
17,2841.2954988479614
18,2859.513811826706
19,2875.157618045807
20,2891.5326838493347
21,3481.2540798187256
22,3496.0616438388824
23,3510.1866149902344
24,3532.3265018463135
25,3548.114977836609
26,3562.3322310447693
27,3579.8681440353394
28,3593.6103010177612
29,3608.3481290340424
30,3624.3341488838196
31,3638.492709875107
32,3661.7882199287415
33,3676.070911884308
34,3697.334249973297
35,3715.5500299930573
36,3729.9046380519867
37,3746.926323890686
38,3763.0977108478546
39,3779.1942489147186
40,3795.7239229679108
41,3838.6798939704895
42,3857.7303659915924
43,3887.866509914398
44,4130.868944883347
45,4145.896443843842
46,4242.6060609817505
47,4258.585374832153
48,5718.8284368515015
49,5757.982733011246
50,5972.260450839996
51,5988.05634188652
52,6292.136584997177
53,6363.237496852875
54,6379.208739042282
55,6393.652839899063
56,6416.111935853958
57,6433.708480834961
58,6449.426434993744
59,6469.614130020142
60,6542.977965831757
61,6557.017755031586
62,6583.964208841324
63,6597.802196025848
64,6614.798739910126
65,6628.47084903717
66,6643.12727689743
67,6668.07173204422
68,6709.246855020523
69,6722.791870832443
70,6737.299206018448
71,6752.79284286499
72,6770.297358989716
73,6784.970340967178
74,6985.361096858978
75,7137.157121896744
76,7227.222055912018
77,7241.722282886505
78,7256.04484295845
79,7274.799288988113
80,7300.868947029114
81,7319.749325037003
82,7421.670161008835
83,7509.803694963455
84,7528.9334099292755
85,7544.598783969879
86,7558.148062944412
87,7602.153260946274
88,7616.758404970169
89,7648.693254947662
90,7675.3155789375305
91,7689.632169008255
92,7704.781229019165
93,7740.584403038025
94,7754.221264839172
95,7771.96643781662
96,7787.433303833008
97,7802.419673919678
98,7816.349277019501
99,7831.488556861877
100,7846.652716875076
101,7860.519014835358
102,7875.597353935242
103,7890.311724901199
104,7919.262209892273
105,7951.649818897247
106,7967.032121896744
107,7981.412355899811
108,8025.48246884346
109,8040.355645895004
110,8079.744626998901
111,8101.376839876175
112,8191.0391409397125
113,8216.21362400055
114,8231.285145044327
115,8248.791142940521
116,8267.525707960129
117,8282.486873865128
118,8310.834326028824
119,8326.28149986267
120,8340.718780040741
121,8357.812798976898
122,8377.564967870712
123,8405.085611820221
124,8430.859308958054
125,8448.787757873535
126,8463.724406003952
127,8477.307682991028
128,8493.212833881378
129,8510.504607915878
130,8526.09987783432
131,8547.719616889954
132,8572.139654874802
133,8588.776398897171
134,8605.851311922073
135,8631.777531862259
136,8720.213491916656
137,8735.360230922699
138,8758.060930967331
139,8771.513289928436
140,8786.652209043503
141,8801.68339896202
142,8815.28962802887
143,8856.170873880386
144,8869.873271942139
145,8884.182737827301
146,8903.017459869385
147,8932.36946797371
148,8955.479609012604
149,8970.74630188942
150,8985.960352897644
151,9001.635828018188
152,9024.272302865982
153,9051.512049913406
154,9076.007555007935
155,9098.477740049362
156,9116.146821022034
157,9129.843099832535
158,9153.497834920883
159,9209.709005832672
160,9225.604943037033
161,9239.067415952682
162,9263.892952919006
163,9279.1919028759
164,9295.611377954483
165,9312.101995944977
166,9347.216023921967
167,9362.255502939224
168,9380.757959842682
169,9397.052003860474
170,9412.435736894608
171,9428.110971927643
172,9444.226352930069
173,9457.718703985214
174,9475.000712871552
175,9489.245538949966
176,9508.801390886307
177,9524.320369005203
178,9541.792021036148
179,9555.94714999199
180,9578.355687856674
181,9595.526422977448
182,9617.025578022003
183,9632.689913034439
184,9656.416079998016
185,9672.326735019684
186,9689.784945011139
187,9707.664525985718
188,9724.899014949799
189,9742.380175828934
190,9764.678315877914
191,9780.714408874512
192,9805.57830286026
193,9819.479398012161
194,9834.103524923325
195,9863.14131784439
196,9877.773365020752
197,9891.595012903214
198,9905.222947835922
199,9920.487157821655
200,9933.780266046524
201,9947.448503017426
202,9964.480254888535
203,9978.210991859436
204,9992.822813987732
205,10009.583909988403
206,10026.754098892212
207,10045.349807977676
208,10063.082445859909
209,10079.407631874084
210,10096.621943950653
211,10115.972872972488
212,10130.33887386322
213,10144.26429104805
214,10160.86362195015
215,10175.361318826675
216,10188.836652994156
217,10209.01602101326
218,10226.343699932098
219,10240.197594881058
220,10258.039727926254
221,10272.880272865295
222,10289.536515951157
223,10307.211354970932
224,10328.950872898102
225,10345.971973896027
226,10366.13714003563
227,10381.127869844437
228,10410.400213003159
229,10435.582420825958
230,10449.159608840942
231,10463.903162002563
232,10477.610796928406
233,10494.109148979187
234,10508.833392858505
235,10525.282840967178
236,10538.987120866776
237,10556.304850816727
238,10570.347486019135
239,10584.200924873352
240,10600.681828022003
241,10616.104758024216
242,10629.714658975601
243,10643.65108203888
244,10661.018013954163
245,10678.806093931198
246,10693.164860010147
247,10706.634630918503
248,10722.87923002243
249,10736.368870019913
250,10756.39293885231
251,10773.090148925781
252,10787.848655939102
253,10866.52106499672
254,10885.975327968597
255,10903.022291898727
256,10925.24115395546
257,10941.684928894043
258,10968.475466012955
259,10983.142148017883
260,10998.462553024292
261,11018.889791965485
262,11038.723765850067
263,11053.926447868347
264,11068.680768013
265,11086.010586977005
266,11102.021704912186
267,11115.509093999863
268,11130.48698091507
269,11144.51027083397
270,11213.180538892746
271,11230.636458873749
272,11246.97270488739
273,11268.624855041504
274,11285.651932954788
275,11303.586514949799
276,11320.232568025589
277,11334.13308095932
278,11348.019562959671
279,11365.008837938309
280,11380.116834878922
281,11393.412448883057
282,11406.958457946777
283,11421.311455011368
284,11435.131896972656
285,11453.719014883041
286,11468.037247896194
287,11486.134273052216
288,11499.712496995926
289,11519.767668962479
290,11533.74130487442
291,11572.239989995956
292,11593.560418844223
293,11607.119541883469
294,11622.021915912628
295,11639.440138816833
296,11656.204535961151
297,11675.10280585289
298,11698.578162908554
299,11712.369097948074
300,11727.127065896988
301,11742.755745887756
302,11758.474078893661
303,11779.032346010208
304,11792.737550020218
305,11807.324244976044
306,11824.340451955795
307,11838.838946819305
308,11852.216156959534
309,11872.011314868927
310,11885.838313817978
311,11899.736555814743
312,11914.221668958664
313,11932.789949893951
314,11946.616166830063
315,11964.263387918472
316,11977.658681869507
317,11995.40621304512
318,12012.313695907593
319,12028.451117992401
320,12043.935930967331
321,12059.403673887253
322,12075.860467910767
323,12110.897366046906
324,12127.619263887405
325,12153.941057920456
326,12167.956504821777
327,12184.615643978119
328,12219.985330820084
329,12315.005309820175
330,12381.205538034439
331,12394.769592046738
332,12411.880990982056
333,12428.449633836746
334,12442.326717853546
335,12456.754951953888
336,12470.472369909286
337,12484.381671905518
338,12497.897399902344
339,12511.342169046402
340,12524.856690883636
341,12540.869801044464
342,12556.58315896988
343,12570.752142906189
344,12584.611441850662
345,12599.221938848495
346,12613.123574018478
347,12626.980439901352
348,12642.968293905258
349,12656.676765918732
350,12670.206672906876
351,12684.602437973022
352,12699.648048877716
353,12713.708931922913
354,12730.556991815567
355,13126.084085941315
356,14161.86215186119
357,14179.453706979752
358,14203.965505838394
359,14269.835189819336
